"date","book","game","game_id","prop_type","bet_level_1","bet_level_2","bet_level_3","bet_location","bet_status","prob_model","line_model","prob_book","line_book","edge","kelly","units","units_standardized","run_timestamp_utc","timestamp_id","play","result","units_bet","units_net","units_standardized_bet","units_standardized_net","unique_play"
2026-05-08,"FanDuel","CON @ NYL","1022600001","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1575,535,0.1333,650,0.0241,0.0139,1.3927,0.650794392523364,2026-05-08 23:19:26.420889,1,"Kennedy Burke","Loss",1.3927,-1.3927,0.650794392523364,-0.650794392523364,"First Basket by Team_Kennedy Burke_2026-05-08"
2026-05-08,"FanDuel","GSV @ SEA","1022600003","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.1404,612,0.125,700,0.0154,0.0088,0.8794,0.745254237288136,2026-05-08 17:36:57.041986,1,"Natisha Hiedeman","Loss",0.8794,-0.8794,0.745254237288136,-0.745254237288136,"First Basket_Natisha Hiedeman_2026-05-08"
2026-05-08,"FanDuel","GSV @ SEA","1022600003","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0424,2258,0.0278,3500,0.0146,0.0075,0.7521,1.12253731343284,2026-05-08 15:46:44.964326,1,"Natisha Hiedeman other","Loss",0.7521,-0.7521,1.12253731343284,-1.12253731343284,"First Basket Exact_Natisha Hiedeman other_2026-05-08"
2026-05-08,"FanDuel","GSV @ SEA","1022600003","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.255,292,0.2326,330,0.0224,0.0146,1.4618,0.683084112149533,2026-05-08 15:46:44.939302,1,"Natisha Hiedeman","Loss",1.4618,-1.4618,0.683084112149533,-0.683084112149533,"First Basket by Team_Natisha Hiedeman_2026-05-08"
2026-05-08,"FanDuel","GSV @ SEA","1022600003","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.255,292,0.2222,350,0.0328,0.0211,2.1068,0.984485981308411,2026-05-08 17:36:57.103773,3,"Natisha Hiedeman","Loss",0.645,-0.645,0.301401869158878,-0.301401869158878,"First Basket by Team_Natisha Hiedeman_2026-05-08"
2026-05-08,"Draft Kings","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.128,682,0.1,900,0.028,0.0155,1.5532,1.31627118644068,2026-05-08 15:46:44.877917,1,"Brittney Sykes","Loss",0.7766,-0.7766,0.65813559322034,-0.65813559322034,"First Basket_Brittney Sykes_2026-05-08"
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.128,682,0.1,900,0.028,0.0155,1.5532,1.31627118644068,2026-05-08 15:46:44.877917,1,"Brittney Sykes","Loss",0.7766,-0.7766,0.65813559322034,-0.65813559322034,"First Basket_Brittney Sykes_2026-05-08"
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.128,682,0.0952,950,0.0327,0.0181,1.8082,1.53237288135593,2026-05-08 17:36:57.041986,3,"Brittney Sykes","Loss",0.255,-0.255,0.21610169491525,-0.21610169491525,"First Basket_Brittney Sykes_2026-05-08"
2026-05-08,"Caesars","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0875,1043,0.0769,1200,0.0105,0.0057,0.5707,0.48364406779661,2026-05-08 15:46:44.877917,1,"Julie Allemand","Loss",0.190233333333333,-0.190233333333333,0.161214689265537,-0.161214689265537,"First Basket_Julie Allemand_2026-05-08"
2026-05-08,"Draft Kings","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0875,1043,0.0769,1200,0.0105,0.0057,0.5707,0.48364406779661,2026-05-08 15:46:44.877917,1,"Julie Allemand","Loss",0.190233333333333,-0.190233333333333,0.161214689265537,-0.161214689265537,"First Basket_Julie Allemand_2026-05-08"
