"game_date","game","shot_type","shot_game","run_timestamp_utc","site","prob_model","line_model","prob","line","edge","kelly","units","units_standardized"
2026-06-13,"LAS @ PHX","three point field goal","LAS @ PHX three point field goal",2026-06-13 21:21:35.404737,"dk",0.2452,308,0.2985,235,-0.0533,-0.038,-1.9001,-1.484453125
2026-06-13,"IND @ CON","two point field goal","IND @ CON two point field goal",2026-06-13 21:21:35.404737,"dk",0.7623,-321,0.8095,-425,-0.0472,-0.1239,-6.1973,-4.841640625
2026-06-13,"MIN @ LVA","two point field goal","MIN @ LVA two point field goal",2026-06-13 21:21:35.404737,"dk",0.7554,-309,0.8095,-425,-0.0541,-0.1421,-7.1045,-5.550390625
2026-06-13,"DAL @ PDX","two point field goal","DAL @ PDX two point field goal",2026-06-13 21:21:35.404737,"dk",0.7207,-258,0.7826,-360,-0.0619,-0.1424,-7.1197,-5.562265625
2026-06-13,"LAS @ PHX","two point field goal","LAS @ PHX two point field goal",2026-06-13 21:21:35.404737,"dk",0.7548,-308,0.7727,-340,-0.0179,-0.0394,-1.9709,-1.539765625
2026-06-13,"IND @ CON","three point field goal","IND @ CON three point field goal",2026-06-13 21:51:35.891965,"dk",0.2377,321,0.2632,280,-0.0255,-0.0173,-0.864,-0.675
2026-06-13,"MIN @ LVA","three point field goal","MIN @ LVA three point field goal",2026-06-13 21:51:35.891965,"dk",0.2446,309,0.2667,275,-0.0221,-0.015,-0.7521,-0.587578125
2026-06-13,"DAL @ PDX","three point field goal","DAL @ PDX three point field goal",2026-06-13 21:51:35.891965,"dk",0.2793,258,0.2857,250,-0.0064,-0.0045,-0.2244,-0.1753125
2026-06-13,"LAS @ PHX","three point field goal","LAS @ PHX three point field goal",2026-06-13 21:51:35.891965,"dk",0.2452,308,0.2985,235,-0.0533,-0.038,-1.9001,-1.484453125
2026-06-13,"IND @ CON","two point field goal","IND @ CON two point field goal",2026-06-13 21:51:35.891965,"dk",0.7623,-321,0.8095,-425,-0.0472,-0.1239,-6.1973,-4.841640625
2026-06-13,"MIN @ LVA","two point field goal","MIN @ LVA two point field goal",2026-06-13 21:51:35.891965,"dk",0.7554,-309,0.8095,-425,-0.0541,-0.1421,-7.1045,-5.550390625
2026-06-13,"DAL @ PDX","two point field goal","DAL @ PDX two point field goal",2026-06-13 21:51:35.891965,"dk",0.7207,-258,0.7826,-360,-0.0619,-0.1424,-7.1197,-5.562265625
2026-06-13,"LAS @ PHX","two point field goal","LAS @ PHX two point field goal",2026-06-13 21:51:35.891965,"dk",0.7548,-308,0.7727,-340,-0.0179,-0.0394,-1.9709,-1.539765625
2026-06-13,"MIN @ LVA","three point field goal","MIN @ LVA three point field goal",2026-06-13 22:21:36.049294,"dk",0.2446,309,0.2667,275,-0.0221,-0.015,-0.7521,-0.587578125
2026-06-13,"DAL @ PDX","three point field goal","DAL @ PDX three point field goal",2026-06-13 22:21:36.049294,"dk",0.2868,249,0.2857,250,0.0011,8e-04,0.0393,0.030703125
2026-06-13,"LAS @ PHX","three point field goal","LAS @ PHX three point field goal",2026-06-13 22:21:36.049294,"dk",0.2452,308,0.2985,235,-0.0533,-0.038,-1.9001,-1.484453125
2026-06-13,"MIN @ LVA","two point field goal","MIN @ LVA two point field goal",2026-06-13 22:21:36.049294,"dk",0.7554,-309,0.8095,-425,-0.0541,-0.1421,-7.1045,-5.550390625
2026-06-13,"DAL @ PDX","two point field goal","DAL @ PDX two point field goal",2026-06-13 22:21:36.049294,"dk",0.7132,-249,0.7826,-360,-0.0694,-0.1597,-7.9863,-6.239296875
2026-06-13,"LAS @ PHX","two point field goal","LAS @ PHX two point field goal",2026-06-13 22:21:36.049294,"dk",0.7548,-308,0.7727,-340,-0.0179,-0.0394,-1.9709,-1.539765625
2026-06-13,"MIN @ LVA","three point field goal","MIN @ LVA three point field goal",2026-06-13 22:51:36.463935,"dk",0.2446,309,0.2667,275,-0.0221,-0.015,-0.7521,-0.587578125
2026-06-13,"DAL @ PDX","three point field goal","DAL @ PDX three point field goal",2026-06-13 22:51:36.463935,"dk",0.2868,249,0.2857,250,0.0011,8e-04,0.0393,0.030703125
2026-06-13,"LAS @ PHX","three point field goal","LAS @ PHX three point field goal",2026-06-13 22:51:36.463935,"dk",0.2452,308,0.2985,235,-0.0533,-0.038,-1.9001,-1.484453125
2026-06-13,"MIN @ LVA","two point field goal","MIN @ LVA two point field goal",2026-06-13 22:51:36.463935,"dk",0.7554,-309,0.8095,-425,-0.0541,-0.1421,-7.1045,-5.550390625
2026-06-13,"DAL @ PDX","two point field goal","DAL @ PDX two point field goal",2026-06-13 22:51:36.463935,"dk",0.7132,-249,0.7826,-360,-0.0694,-0.1597,-7.9863,-6.239296875
2026-06-13,"LAS @ PHX","two point field goal","LAS @ PHX two point field goal",2026-06-13 22:51:36.463935,"dk",0.7548,-308,0.7727,-340,-0.0179,-0.0394,-1.9709,-1.539765625
2026-06-13,"MIN @ LVA","three point field goal","MIN @ LVA three point field goal",2026-06-13 23:21:35.524849,"dk",0.2446,309,0.2667,275,-0.0221,-0.015,-0.7521,-0.587578125
2026-06-13,"DAL @ PDX","three point field goal","DAL @ PDX three point field goal",2026-06-13 23:21:35.524849,"dk",0.2868,249,0.2857,250,0.0011,8e-04,0.0393,0.030703125
2026-06-13,"LAS @ PHX","three point field goal","LAS @ PHX three point field goal",2026-06-13 23:21:35.524849,"dk",0.2452,308,0.2985,235,-0.0533,-0.038,-1.9001,-1.484453125
2026-06-13,"MIN @ LVA","two point field goal","MIN @ LVA two point field goal",2026-06-13 23:21:35.524849,"dk",0.7554,-309,0.8095,-425,-0.0541,-0.1421,-7.1045,-5.550390625
2026-06-13,"DAL @ PDX","two point field goal","DAL @ PDX two point field goal",2026-06-13 23:21:35.524849,"dk",0.7132,-249,0.7826,-360,-0.0694,-0.1597,-7.9863,-6.239296875
2026-06-13,"LAS @ PHX","two point field goal","LAS @ PHX two point field goal",2026-06-13 23:21:35.524849,"dk",0.7548,-308,0.7727,-340,-0.0179,-0.0394,-1.9709,-1.539765625
2026-06-13,"MIN @ LVA","three point field goal","MIN @ LVA three point field goal",2026-06-13 23:51:35.246911,"dk",0.2446,309,0.2667,275,-0.0221,-0.015,-0.7521,-0.587578125
2026-06-13,"DAL @ PDX","three point field goal","DAL @ PDX three point field goal",2026-06-13 23:51:35.246911,"dk",0.2868,249,0.2857,250,0.0011,8e-04,0.0393,0.030703125
2026-06-13,"LAS @ PHX","three point field goal","LAS @ PHX three point field goal",2026-06-13 23:51:35.246911,"dk",0.2452,308,0.2985,235,-0.0533,-0.038,-1.9001,-1.484453125
2026-06-13,"MIN @ LVA","two point field goal","MIN @ LVA two point field goal",2026-06-13 23:51:35.246911,"dk",0.7554,-309,0.8095,-425,-0.0541,-0.1421,-7.1045,-5.550390625
2026-06-13,"DAL @ PDX","two point field goal","DAL @ PDX two point field goal",2026-06-13 23:51:35.246911,"dk",0.7132,-249,0.7826,-360,-0.0694,-0.1597,-7.9863,-6.239296875
2026-06-13,"LAS @ PHX","two point field goal","LAS @ PHX two point field goal",2026-06-13 23:51:35.246911,"dk",0.7548,-308,0.7727,-340,-0.0179,-0.0394,-1.9709,-1.539765625
2026-06-13,"DAL @ PDX","three point field goal","DAL @ PDX three point field goal",2026-06-14 00:21:34.714432,"dk",0.2812,256,0.2857,250,-0.0045,-0.0031,-0.1571,-0.122734375
2026-06-13,"LAS @ PHX","three point field goal","LAS @ PHX three point field goal",2026-06-14 00:21:34.714432,"dk",0.2452,308,0.2985,235,-0.0533,-0.038,-1.9001,-1.484453125
2026-06-13,"DAL @ PDX","two point field goal","DAL @ PDX two point field goal",2026-06-14 00:21:34.714432,"dk",0.7188,-256,0.7826,-360,-0.0638,-0.1468,-7.3409,-5.735078125
2026-06-13,"LAS @ PHX","two point field goal","LAS @ PHX two point field goal",2026-06-14 00:21:34.714432,"dk",0.7548,-308,0.7727,-340,-0.0179,-0.0394,-1.9709,-1.539765625
2026-06-13,"LAS @ PHX","three point field goal","LAS @ PHX three point field goal",2026-06-14 00:51:35.573742,"dk",0.2452,308,0.2985,235,-0.0533,-0.038,-1.9001,-1.484453125
2026-06-13,"LAS @ PHX","two point field goal","LAS @ PHX two point field goal",2026-06-14 00:51:35.573742,"dk",0.7548,-308,0.7727,-340,-0.0179,-0.0394,-1.9709,-1.539765625
2026-06-13,"LAS @ PHX","three point field goal","LAS @ PHX three point field goal",2026-06-14 01:21:36.245849,"dk",0.2452,308,0.2985,235,-0.0533,-0.038,-1.9001,-1.484453125
2026-06-13,"LAS @ PHX","two point field goal","LAS @ PHX two point field goal",2026-06-14 01:21:36.245849,"dk",0.7548,-308,0.7727,-340,-0.0179,-0.0394,-1.9709,-1.539765625
2026-06-13,"LAS @ PHX","three point field goal","LAS @ PHX three point field goal",2026-06-14 01:51:34.749698,"dk",0.2452,308,0.2985,235,-0.0533,-0.038,-1.9001,-1.484453125
2026-06-13,"LAS @ PHX","two point field goal","LAS @ PHX two point field goal",2026-06-14 01:51:34.749698,"dk",0.7548,-308,0.7727,-340,-0.0179,-0.0394,-1.9709,-1.539765625
2026-06-13,"LAS @ PHX","three point field goal","LAS @ PHX three point field goal",2026-06-14 02:21:36.300881,"dk",0.2452,308,0.2985,235,-0.0533,-0.038,-1.9001,-1.484453125
2026-06-13,"LAS @ PHX","two point field goal","LAS @ PHX two point field goal",2026-06-14 02:21:36.300881,"dk",0.7548,-308,0.7727,-340,-0.0179,-0.0394,-1.9709,-1.539765625
2026-06-13,"LAS @ PHX","three point field goal","LAS @ PHX three point field goal",2026-06-14 02:51:35.776139,"dk",0.2452,308,0.2985,235,-0.0533,-0.038,-1.9001,-1.484453125
2026-06-13,"LAS @ PHX","two point field goal","LAS @ PHX two point field goal",2026-06-14 02:51:35.776139,"dk",0.7548,-308,0.7727,-340,-0.0179,-0.0394,-1.9709,-1.539765625
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 13:51:33.613242,"dk",0.2835,253,0.2857,250,-0.0022,-0.0016,-0.0786,-0.06140625
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 13:51:33.613242,"dk",0.7165,-253,0.7872,-370,-0.0707,-0.1661,-8.3074,-6.49015625
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 14:21:34.888917,"dk",0.2832,253,0.2857,250,-0.0025,-0.0018,-0.0887,-0.069296875
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 14:21:34.888917,"dk",0.2835,253,0.2941,240,-0.0107,-0.0075,-0.3772,-0.2946875
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 14:21:34.888917,"dk",0.7168,-253,0.7872,-370,-0.0704,-0.1655,-8.2737,-6.463828125
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 14:21:34.888917,"dk",0.7165,-253,0.7778,-350,-0.0612,-0.1378,-6.8901,-5.382890625
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 14:51:34.530169,"dk",0.2832,253,0.2857,250,-0.0025,-0.0018,-0.0887,-0.069296875
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 14:51:34.530169,"dk",0.2835,253,0.2941,240,-0.0107,-0.0075,-0.3772,-0.2946875
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 14:51:34.530169,"dk",0.7168,-253,0.7872,-370,-0.0704,-0.1655,-8.2737,-6.463828125
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 14:51:34.530169,"dk",0.7165,-253,0.7778,-350,-0.0612,-0.1378,-6.8901,-5.382890625
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 15:21:36.403252,"dk",0.2832,253,0.2857,250,-0.0025,-0.0018,-0.0887,-0.069296875
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 15:21:36.403252,"dk",0.2835,253,0.2941,240,-0.0107,-0.0075,-0.3772,-0.2946875
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 15:21:36.403252,"dk",0.7168,-253,0.7872,-370,-0.0704,-0.1655,-8.2737,-6.463828125
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 15:21:36.403252,"dk",0.7165,-253,0.7778,-350,-0.0612,-0.1378,-6.8901,-5.382890625
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 15:51:36.223828,"dk",0.2832,253,0.2857,250,-0.0025,-0.0018,-0.0887,-0.069296875
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 15:51:36.223828,"dk",0.2835,253,0.2941,240,-0.0107,-0.0075,-0.3772,-0.2946875
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 15:51:36.223828,"dk",0.7168,-253,0.7872,-370,-0.0704,-0.1655,-8.2737,-6.463828125
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 15:51:36.223828,"dk",0.7165,-253,0.7778,-350,-0.0612,-0.1378,-6.8901,-5.382890625
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 16:21:33.620454,"dk",0.2832,253,0.2857,250,-0.0025,-0.0018,-0.0887,-0.069296875
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 16:21:33.620454,"dk",0.2835,253,0.2941,240,-0.0107,-0.0075,-0.3772,-0.2946875
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 16:21:33.620454,"dk",0.7168,-253,0.7872,-370,-0.0704,-0.1655,-8.2737,-6.463828125
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 16:21:33.620454,"dk",0.7165,-253,0.7778,-350,-0.0612,-0.1378,-6.8901,-5.382890625
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 16:51:33.08487,"dk",0.2832,253,0.2857,250,-0.0025,-0.0018,-0.0887,-0.069296875
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 16:51:33.08487,"dk",0.2835,253,0.2941,240,-0.0107,-0.0075,-0.3772,-0.2946875
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 16:51:33.08487,"dk",0.7168,-253,0.7872,-370,-0.0704,-0.1655,-8.2737,-6.463828125
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 16:51:33.08487,"dk",0.7165,-253,0.7778,-350,-0.0612,-0.1378,-6.8901,-5.382890625
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 17:21:33.197909,"dk",0.2832,253,0.2857,250,-0.0025,-0.0018,-0.0887,-0.069296875
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 17:21:33.197909,"dk",0.2835,253,0.2941,240,-0.0107,-0.0075,-0.3772,-0.2946875
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 17:21:33.197909,"dk",0.7168,-253,0.7872,-370,-0.0704,-0.1655,-8.2737,-6.463828125
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 17:21:33.197909,"dk",0.7165,-253,0.7778,-350,-0.0612,-0.1378,-6.8901,-5.382890625
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 17:51:32.113902,"dk",0.2832,253,0.2667,275,0.0165,0.0113,0.563,0.43984375
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 17:51:32.113902,"dk",0.2835,253,0.2941,240,-0.0107,-0.0075,-0.3772,-0.2946875
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 17:51:32.113902,"dk",0.7168,-253,0.8095,-425,-0.0927,-0.2433,-12.1674,-9.50578125
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 17:51:32.113902,"dk",0.7165,-253,0.7778,-350,-0.0612,-0.1378,-6.8901,-5.382890625
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 18:21:31.810366,"dk",0.2832,253,0.2667,275,0.0165,0.0113,0.563,0.43984375
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 18:21:31.810366,"dk",0.2835,253,0.2941,240,-0.0107,-0.0075,-0.3772,-0.2946875
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 18:21:31.810366,"dk",0.7168,-253,0.8095,-425,-0.0927,-0.2433,-12.1674,-9.50578125
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 18:21:31.810366,"dk",0.7165,-253,0.7778,-350,-0.0612,-0.1378,-6.8901,-5.382890625
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 18:51:36.793842,"dk",0.2797,258,0.2667,275,0.013,0.0089,0.4449,0.347578125
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 18:51:36.793842,"dk",0.2827,254,0.2941,240,-0.0114,-0.0081,-0.4051,-0.316484375
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 18:51:36.793842,"dk",0.7203,-258,0.8095,-425,-0.0892,-0.2343,-11.7127,-9.150546875
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 18:51:36.793842,"dk",0.7173,-254,0.7778,-350,-0.0605,-0.136,-6.8015,-5.313671875
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 19:21:37.461023,"dk",0.2797,258,0.2667,275,0.013,0.0089,0.4449,0.347578125
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 19:21:37.461023,"dk",0.2827,254,0.2941,240,-0.0114,-0.0081,-0.4051,-0.316484375
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 19:21:37.461023,"dk",0.7203,-258,0.8095,-425,-0.0892,-0.2343,-11.7127,-9.150546875
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 19:21:37.461023,"dk",0.7173,-254,0.7778,-350,-0.0605,-0.136,-6.8015,-5.313671875
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 19:51:39.813942,"dk",0.2797,258,0.2667,275,0.013,0.0089,0.4449,0.347578125
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 19:51:39.813942,"dk",0.2827,254,0.2941,240,-0.0114,-0.0081,-0.4051,-0.316484375
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 19:51:39.813942,"dk",0.7203,-258,0.8095,-425,-0.0892,-0.2343,-11.7127,-9.150546875
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 19:51:39.813942,"dk",0.7173,-254,0.7778,-350,-0.0605,-0.136,-6.8015,-5.313671875
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 20:21:37.006928,"dk",0.2797,258,0.2667,275,0.013,0.0089,0.4449,0.347578125
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 20:21:37.006928,"dk",0.2827,254,0.2941,240,-0.0114,-0.0081,-0.4051,-0.316484375
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 20:21:37.006928,"dk",0.7203,-258,0.8095,-425,-0.0892,-0.2343,-11.7127,-9.150546875
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 20:21:37.006928,"dk",0.7173,-254,0.7778,-350,-0.0605,-0.136,-6.8015,-5.313671875
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 20:51:37.537175,"dk",0.2797,258,0.2667,275,0.013,0.0089,0.4449,0.347578125
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 20:51:37.537175,"dk",0.2827,254,0.2941,240,-0.0114,-0.0081,-0.4051,-0.316484375
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 20:51:37.537175,"dk",0.7203,-258,0.8095,-425,-0.0892,-0.2343,-11.7127,-9.150546875
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 20:51:37.537175,"dk",0.7173,-254,0.7778,-350,-0.0605,-0.136,-6.8015,-5.313671875
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 21:21:36.651002,"dk",0.2797,258,0.2667,275,0.013,0.0089,0.4449,0.347578125
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 21:21:36.651002,"dk",0.2827,254,0.2941,240,-0.0114,-0.0081,-0.4051,-0.316484375
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 21:21:36.651002,"dk",0.7203,-258,0.8095,-425,-0.0892,-0.2343,-11.7127,-9.150546875
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 21:21:36.651002,"dk",0.7173,-254,0.7778,-350,-0.0605,-0.136,-6.8015,-5.313671875
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 21:51:37.479818,"dk",0.2797,258,0.2667,275,0.013,0.0089,0.4449,0.347578125
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 21:51:37.479818,"dk",0.2827,254,0.2941,240,-0.0114,-0.0081,-0.4051,-0.316484375
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 21:51:37.479818,"dk",0.7203,-258,0.8095,-425,-0.0892,-0.2343,-11.7127,-9.150546875
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 21:51:37.479818,"dk",0.7173,-254,0.7778,-350,-0.0605,-0.136,-6.8015,-5.313671875
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 22:21:38.549587,"dk",0.2797,258,0.2667,275,0.013,0.0089,0.4449,0.347578125
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 22:21:38.549587,"dk",0.2827,254,0.2941,240,-0.0114,-0.0081,-0.4051,-0.316484375
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 22:21:38.549587,"dk",0.7203,-258,0.8095,-425,-0.0892,-0.2343,-11.7127,-9.150546875
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 22:21:38.549587,"dk",0.7173,-254,0.7778,-350,-0.0605,-0.136,-6.8015,-5.313671875
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 22:51:37.072357,"dk",0.2797,258,0.2667,275,0.013,0.0089,0.4449,0.347578125
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 22:51:37.072357,"dk",0.2827,254,0.2941,240,-0.0114,-0.0081,-0.4051,-0.316484375
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 22:51:37.072357,"dk",0.7203,-258,0.8095,-425,-0.0892,-0.2343,-11.7127,-9.150546875
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 22:51:37.072357,"dk",0.7173,-254,0.7778,-350,-0.0605,-0.136,-6.8015,-5.313671875
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 23:21:37.6837,"dk",0.2797,258,0.2667,275,0.013,0.0089,0.4449,0.347578125
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 23:21:37.6837,"dk",0.2827,254,0.2941,240,-0.0114,-0.0081,-0.4051,-0.316484375
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 23:21:37.6837,"dk",0.7203,-258,0.8095,-425,-0.0892,-0.2343,-11.7127,-9.150546875
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 23:21:37.6837,"dk",0.7173,-254,0.7778,-350,-0.0605,-0.136,-6.8015,-5.313671875
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-14 23:51:36.868895,"dk",0.2797,258,0.2667,275,0.013,0.0089,0.4449,0.347578125
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-14 23:51:36.868895,"dk",0.2827,254,0.2941,240,-0.0114,-0.0081,-0.4051,-0.316484375
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-14 23:51:36.868895,"dk",0.7203,-258,0.8095,-425,-0.0892,-0.2343,-11.7127,-9.150546875
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-14 23:51:36.868895,"dk",0.7173,-254,0.7778,-350,-0.0605,-0.136,-6.8015,-5.313671875
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-15 00:21:36.279312,"dk",0.2797,258,0.2667,275,0.013,0.0089,0.4449,0.347578125
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-15 00:21:36.279312,"dk",0.2827,254,0.2941,240,-0.0114,-0.0081,-0.4051,-0.316484375
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-15 00:21:36.279312,"dk",0.7203,-258,0.8095,-425,-0.0892,-0.2343,-11.7127,-9.150546875
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-15 00:21:36.279312,"dk",0.7173,-254,0.7778,-350,-0.0605,-0.136,-6.8015,-5.313671875
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-15 00:51:36.848802,"dk",0.2797,258,0.2667,275,0.013,0.0089,0.4449,0.347578125
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-15 00:51:36.848802,"dk",0.2827,254,0.2941,240,-0.0114,-0.0081,-0.4051,-0.316484375
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-15 00:51:36.848802,"dk",0.7203,-258,0.8095,-425,-0.0892,-0.2343,-11.7127,-9.150546875
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-15 00:51:36.848802,"dk",0.7173,-254,0.7778,-350,-0.0605,-0.136,-6.8015,-5.313671875
2026-06-14,"WAS @ NYL","three point field goal","WAS @ NYL three point field goal",2026-06-15 01:21:38.532978,"dk",0.2797,258,0.2667,275,0.013,0.0089,0.4449,0.347578125
2026-06-14,"ATL @ TOR","three point field goal","ATL @ TOR three point field goal",2026-06-15 01:21:38.532978,"dk",0.2827,254,0.2941,240,-0.0114,-0.0081,-0.4051,-0.316484375
2026-06-14,"WAS @ NYL","two point field goal","WAS @ NYL two point field goal",2026-06-15 01:21:38.532978,"dk",0.7203,-258,0.8095,-425,-0.0892,-0.2343,-11.7127,-9.150546875
2026-06-14,"ATL @ TOR","two point field goal","ATL @ TOR two point field goal",2026-06-15 01:21:38.532978,"dk",0.7173,-254,0.7778,-350,-0.0605,-0.136,-6.8015,-5.313671875
