"game_date","game","shot_type","shot_game","run_timestamp_utc","site","prob_model","line_model","prob","line","edge","kelly","units","units_standardized"
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 16:21:23.511951,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 16:21:23.511951,"dk",0.7622,-320,0.7778,-350,-0.0156,-0.0351,-1.7553,-1.371328125
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 16:21:23.511951,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6235,-1.268359375
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 16:21:23.511951,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 16:21:23.511951,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2259,-7.988984375
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 16:21:23.511951,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3918,-8.89984375
2026-05-27,"PHX @ NYL","three point field goal","PHX @ NYL three point field goal",2026-05-27 16:51:23.267788,"dk",0.2378,320,0.2941,240,-0.0563,-0.0399,-1.9937,-1.557578125
2026-05-27,"TOR @ CHI","three point field goal","TOR @ CHI three point field goal",2026-05-27 16:51:23.267788,"dk",0.2266,341,0.2857,250,-0.0591,-0.0414,-2.0696,-1.616875
2026-05-27,"ATL @ MIN","three point field goal","ATL @ MIN three point field goal",2026-05-27 16:51:23.267788,"dk",0.2536,294,0.2703,270,-0.0167,-0.0114,-0.5709,-0.446015625
2026-05-27,"CON @ PDX","three point field goal","CON @ PDX three point field goal",2026-05-27 16:51:23.267788,"dk",0.2562,290,0.2532,295,0.003,0.002,0.1012,0.0790625
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 16:51:23.267788,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 16:51:23.267788,"dk",0.7622,-320,0.7778,-350,-0.0156,-0.0351,-1.7553,-1.371328125
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 16:51:23.267788,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6235,-1.268359375
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 16:51:23.267788,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 16:51:23.267788,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2259,-7.988984375
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 16:51:23.267788,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3918,-8.89984375
2026-05-27,"PHX @ NYL","three point field goal","PHX @ NYL three point field goal",2026-05-27 17:21:22.522119,"dk",0.2395,317,0.3333,200,-0.0938,-0.0704,-3.5179,-2.748359375
2026-05-27,"TOR @ CHI","three point field goal","TOR @ CHI three point field goal",2026-05-27 17:21:22.522119,"dk",0.2266,341,0.2857,250,-0.0591,-0.0414,-2.0696,-1.616875
2026-05-27,"ATL @ MIN","three point field goal","ATL @ MIN three point field goal",2026-05-27 17:21:22.522119,"dk",0.2536,294,0.2703,270,-0.0167,-0.0114,-0.5709,-0.446015625
2026-05-27,"CON @ PDX","three point field goal","CON @ PDX three point field goal",2026-05-27 17:21:22.522119,"dk",0.2562,290,0.2532,295,0.003,0.002,0.1012,0.0790625
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 17:21:22.522119,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 17:21:22.522119,"dk",0.7605,-317,0.7403,-285,0.0202,0.0389,1.946,1.5203125
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 17:21:22.522119,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6235,-1.268359375
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 17:21:22.522119,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 17:21:22.522119,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2259,-7.988984375
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 17:21:22.522119,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3918,-8.89984375
2026-05-27,"PHX @ NYL","three point field goal","PHX @ NYL three point field goal",2026-05-27 17:51:23.604775,"dk",0.2395,317,0.3333,200,-0.0938,-0.0704,-3.5179,-2.748359375
2026-05-27,"TOR @ CHI","three point field goal","TOR @ CHI three point field goal",2026-05-27 17:51:23.604775,"dk",0.2266,341,0.2857,250,-0.0591,-0.0414,-2.0696,-1.616875
2026-05-27,"ATL @ MIN","three point field goal","ATL @ MIN three point field goal",2026-05-27 17:51:23.604775,"dk",0.2536,294,0.2703,270,-0.0167,-0.0114,-0.5709,-0.446015625
2026-05-27,"CON @ PDX","three point field goal","CON @ PDX three point field goal",2026-05-27 17:51:23.604775,"dk",0.2562,290,0.2532,295,0.003,0.002,0.1012,0.0790625
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 17:51:23.604775,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 17:51:23.604775,"dk",0.7605,-317,0.7403,-285,0.0202,0.0389,1.946,1.5203125
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 17:51:23.604775,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6235,-1.268359375
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 17:51:23.604775,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 17:51:23.604775,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2259,-7.988984375
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 17:51:23.604775,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3921,-8.900078125
2026-05-27,"PHX @ NYL","three point field goal","PHX @ NYL three point field goal",2026-05-27 18:21:23.232691,"dk",0.2395,317,0.3333,200,-0.0938,-0.0704,-3.5179,-2.748359375
2026-05-27,"TOR @ CHI","three point field goal","TOR @ CHI three point field goal",2026-05-27 18:21:23.232691,"dk",0.2266,341,0.2857,250,-0.0591,-0.0414,-2.0696,-1.616875
2026-05-27,"ATL @ MIN","three point field goal","ATL @ MIN three point field goal",2026-05-27 18:21:23.232691,"dk",0.2536,294,0.2703,270,-0.0167,-0.0114,-0.5709,-0.446015625
2026-05-27,"CON @ PDX","three point field goal","CON @ PDX three point field goal",2026-05-27 18:21:23.232691,"dk",0.2562,290,0.2532,295,0.003,0.002,0.1012,0.0790625
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 18:21:23.232691,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 18:21:23.232691,"dk",0.7605,-317,0.7403,-285,0.0202,0.0389,1.946,1.5203125
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 18:21:23.232691,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6235,-1.268359375
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 18:21:23.232691,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 18:21:23.232691,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2259,-7.988984375
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 18:21:23.232691,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3918,-8.89984375
2026-05-27,"PHX @ NYL","three point field goal","PHX @ NYL three point field goal",2026-05-27 18:51:23.491363,"dk",0.2395,317,0.3333,200,-0.0938,-0.0704,-3.5179,-2.748359375
2026-05-27,"TOR @ CHI","three point field goal","TOR @ CHI three point field goal",2026-05-27 18:51:23.491363,"dk",0.2266,341,0.2857,250,-0.0591,-0.0414,-2.0696,-1.616875
2026-05-27,"ATL @ MIN","three point field goal","ATL @ MIN three point field goal",2026-05-27 18:51:23.491363,"dk",0.2536,294,0.2703,270,-0.0167,-0.0114,-0.5709,-0.446015625
2026-05-27,"CON @ PDX","three point field goal","CON @ PDX three point field goal",2026-05-27 18:51:23.491363,"dk",0.2562,290,0.2532,295,0.003,0.002,0.1012,0.0790625
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 18:51:23.491363,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 18:51:23.491363,"dk",0.7605,-317,0.7403,-285,0.0202,0.0389,1.946,1.5203125
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 18:51:23.491363,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6235,-1.268359375
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 18:51:23.491363,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 18:51:23.491363,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2259,-7.988984375
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 18:51:23.491363,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3918,-8.89984375
2026-05-27,"PHX @ NYL","three point field goal","PHX @ NYL three point field goal",2026-05-27 19:21:22.72568,"dk",0.2395,317,0.3333,200,-0.0938,-0.0704,-3.5179,-2.748359375
2026-05-27,"TOR @ CHI","three point field goal","TOR @ CHI three point field goal",2026-05-27 19:21:22.72568,"dk",0.2266,341,0.2857,250,-0.0591,-0.0414,-2.0696,-1.616875
2026-05-27,"ATL @ MIN","three point field goal","ATL @ MIN three point field goal",2026-05-27 19:21:22.72568,"dk",0.2536,294,0.2703,270,-0.0167,-0.0114,-0.5709,-0.446015625
2026-05-27,"CON @ PDX","three point field goal","CON @ PDX three point field goal",2026-05-27 19:21:22.72568,"dk",0.2562,290,0.2532,295,0.003,0.002,0.1012,0.0790625
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 19:21:22.72568,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 19:21:22.72568,"dk",0.7605,-317,0.7403,-285,0.0202,0.0389,1.946,1.5203125
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 19:21:22.72568,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6235,-1.268359375
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 19:21:22.72568,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 19:21:22.72568,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2259,-7.988984375
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 19:21:22.72568,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3918,-8.89984375
2026-05-27,"PHX @ NYL","three point field goal","PHX @ NYL three point field goal",2026-05-27 19:51:24.002126,"dk",0.2395,317,0.3333,200,-0.0938,-0.0704,-3.5179,-2.748359375
2026-05-27,"TOR @ CHI","three point field goal","TOR @ CHI three point field goal",2026-05-27 19:51:24.002126,"dk",0.2266,341,0.2857,250,-0.0591,-0.0414,-2.0696,-1.616875
2026-05-27,"ATL @ MIN","three point field goal","ATL @ MIN three point field goal",2026-05-27 19:51:24.002126,"dk",0.2536,294,0.2703,270,-0.0167,-0.0114,-0.5709,-0.446015625
2026-05-27,"CON @ PDX","three point field goal","CON @ PDX three point field goal",2026-05-27 19:51:24.002126,"dk",0.2562,290,0.2532,295,0.003,0.002,0.1012,0.0790625
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 19:51:24.002126,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 19:51:24.002126,"dk",0.7605,-317,0.7403,-285,0.0202,0.0389,1.946,1.5203125
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 19:51:24.002126,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6235,-1.268359375
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 19:51:24.002126,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 19:51:24.002126,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2259,-7.988984375
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 19:51:24.002126,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3918,-8.89984375
2026-05-27,"PHX @ NYL","three point field goal","PHX @ NYL three point field goal",2026-05-27 20:21:22.708276,"dk",0.2395,317,0.3333,200,-0.0938,-0.0704,-3.5179,-2.748359375
2026-05-27,"TOR @ CHI","three point field goal","TOR @ CHI three point field goal",2026-05-27 20:21:22.708276,"dk",0.2266,341,0.2857,250,-0.0591,-0.0414,-2.0694,-1.61671875
2026-05-27,"ATL @ MIN","three point field goal","ATL @ MIN three point field goal",2026-05-27 20:21:22.708276,"dk",0.2536,294,0.2703,270,-0.0167,-0.0114,-0.5709,-0.446015625
2026-05-27,"CON @ PDX","three point field goal","CON @ PDX three point field goal",2026-05-27 20:21:22.708276,"dk",0.2562,290,0.2532,295,0.003,0.002,0.1012,0.0790625
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 20:21:22.708276,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 20:21:22.708276,"dk",0.7605,-317,0.7403,-285,0.0202,0.0389,1.946,1.5203125
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 20:21:22.708276,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6241,-1.268828125
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 20:21:22.708276,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 20:21:22.708276,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2259,-7.988984375
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 20:21:22.708276,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3918,-8.89984375
2026-05-27,"PHX @ NYL","three point field goal","PHX @ NYL three point field goal",2026-05-27 20:51:22.936701,"dk",0.2395,317,0.3333,200,-0.0938,-0.0704,-3.5179,-2.748359375
2026-05-27,"TOR @ CHI","three point field goal","TOR @ CHI three point field goal",2026-05-27 20:51:22.936701,"dk",0.2266,341,0.2857,250,-0.0591,-0.0414,-2.0694,-1.61671875
2026-05-27,"ATL @ MIN","three point field goal","ATL @ MIN three point field goal",2026-05-27 20:51:22.936701,"dk",0.2536,294,0.2703,270,-0.0167,-0.0114,-0.5709,-0.446015625
2026-05-27,"CON @ PDX","three point field goal","CON @ PDX three point field goal",2026-05-27 20:51:22.936701,"dk",0.2562,290,0.2532,295,0.003,0.002,0.1012,0.0790625
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 20:51:22.936701,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 20:51:22.936701,"dk",0.7605,-317,0.7403,-285,0.0202,0.0389,1.946,1.5203125
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 20:51:22.936701,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6241,-1.268828125
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 20:51:22.936701,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 20:51:22.936701,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2259,-7.988984375
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 20:51:22.936701,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3918,-8.89984375
2026-05-27,"PHX @ NYL","three point field goal","PHX @ NYL three point field goal",2026-05-27 21:21:21.220389,"dk",0.2395,317,0.3333,200,-0.0938,-0.0704,-3.5179,-2.748359375
2026-05-27,"TOR @ CHI","three point field goal","TOR @ CHI three point field goal",2026-05-27 21:21:21.220389,"dk",0.2266,341,0.2857,250,-0.0591,-0.0414,-2.0694,-1.61671875
2026-05-27,"ATL @ MIN","three point field goal","ATL @ MIN three point field goal",2026-05-27 21:21:21.220389,"dk",0.2536,294,0.2703,270,-0.0167,-0.0114,-0.5709,-0.446015625
2026-05-27,"CON @ PDX","three point field goal","CON @ PDX three point field goal",2026-05-27 21:21:21.220389,"dk",0.2562,290,0.2532,295,0.003,0.002,0.1012,0.0790625
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 21:21:21.220389,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 21:21:21.220389,"dk",0.7605,-317,0.7403,-285,0.0202,0.0389,1.946,1.5203125
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 21:21:21.220389,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6241,-1.268828125
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 21:21:21.220389,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 21:21:21.220389,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2259,-7.988984375
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 21:21:21.220389,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3918,-8.89984375
2026-05-27,"PHX @ NYL","three point field goal","PHX @ NYL three point field goal",2026-05-27 21:51:21.556475,"dk",0.2395,317,0.3333,200,-0.0938,-0.0704,-3.5179,-2.748359375
2026-05-27,"TOR @ CHI","three point field goal","TOR @ CHI three point field goal",2026-05-27 21:51:21.556475,"dk",0.2266,341,0.2857,250,-0.0591,-0.0414,-2.0694,-1.61671875
2026-05-27,"ATL @ MIN","three point field goal","ATL @ MIN three point field goal",2026-05-27 21:51:21.556475,"dk",0.2536,294,0.2703,270,-0.0167,-0.0114,-0.5709,-0.446015625
2026-05-27,"CON @ PDX","three point field goal","CON @ PDX three point field goal",2026-05-27 21:51:21.556475,"dk",0.2562,290,0.2532,295,0.003,0.002,0.1012,0.0790625
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 21:51:21.556475,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 21:51:21.556475,"dk",0.7605,-317,0.7403,-285,0.0202,0.0389,1.946,1.5203125
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 21:51:21.556475,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6241,-1.268828125
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 21:51:21.556475,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 21:51:21.556475,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2259,-7.988984375
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 21:51:21.556475,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3918,-8.89984375
2026-05-27,"PHX @ NYL","three point field goal","PHX @ NYL three point field goal",2026-05-27 22:21:21.710433,"dk",0.2395,317,0.3333,200,-0.0938,-0.0704,-3.5179,-2.748359375
2026-05-27,"TOR @ CHI","three point field goal","TOR @ CHI three point field goal",2026-05-27 22:21:21.710433,"dk",0.2266,341,0.2857,250,-0.0591,-0.0414,-2.0694,-1.61671875
2026-05-27,"ATL @ MIN","three point field goal","ATL @ MIN three point field goal",2026-05-27 22:21:21.710433,"dk",0.2536,294,0.2703,270,-0.0167,-0.0114,-0.5709,-0.446015625
2026-05-27,"CON @ PDX","three point field goal","CON @ PDX three point field goal",2026-05-27 22:21:21.710433,"dk",0.2562,290,0.2532,295,0.003,0.002,0.1013,0.079140625
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 22:21:21.710433,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 22:21:21.710433,"dk",0.7605,-317,0.7403,-285,0.0202,0.0389,1.946,1.5203125
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 22:21:21.710433,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6241,-1.268828125
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 22:21:21.710433,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 22:21:21.710433,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2261,-7.989140625
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 22:21:21.710433,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3918,-8.89984375
2026-05-27,"PHX @ NYL","three point field goal","PHX @ NYL three point field goal",2026-05-27 22:51:21.685871,"dk",0.2451,308,0.3333,200,-0.0882,-0.0662,-3.3077,-2.584140625
2026-05-27,"TOR @ CHI","three point field goal","TOR @ CHI three point field goal",2026-05-27 22:51:21.685871,"dk",0.2266,341,0.2857,250,-0.0591,-0.0414,-2.0694,-1.61671875
2026-05-27,"ATL @ MIN","three point field goal","ATL @ MIN three point field goal",2026-05-27 22:51:21.685871,"dk",0.2536,294,0.2703,270,-0.0167,-0.0114,-0.5709,-0.446015625
2026-05-27,"CON @ PDX","three point field goal","CON @ PDX three point field goal",2026-05-27 22:51:21.685871,"dk",0.2562,290,0.2532,295,0.003,0.002,0.1013,0.079140625
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 22:51:21.685871,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 22:51:21.685871,"dk",0.7549,-308,0.7403,-285,0.0146,0.0281,1.4065,1.098828125
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 22:51:21.685871,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6241,-1.268828125
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 22:51:21.685871,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 22:51:21.685871,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2261,-7.989140625
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 22:51:21.685871,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3918,-8.89984375
2026-05-27,"PHX @ NYL","three point field goal","PHX @ NYL three point field goal",2026-05-27 23:21:21.32303,"dk",0.2425,312,0.3333,200,-0.0909,-0.0682,-3.408,-2.6625
2026-05-27,"TOR @ CHI","three point field goal","TOR @ CHI three point field goal",2026-05-27 23:21:21.32303,"dk",0.2266,341,0.2857,250,-0.0591,-0.0414,-2.0694,-1.61671875
2026-05-27,"ATL @ MIN","three point field goal","ATL @ MIN three point field goal",2026-05-27 23:21:21.32303,"dk",0.2536,294,0.2703,270,-0.0167,-0.0114,-0.5709,-0.446015625
2026-05-27,"CON @ PDX","three point field goal","CON @ PDX three point field goal",2026-05-27 23:21:21.32303,"dk",0.2562,290,0.2532,295,0.003,0.002,0.1013,0.079140625
2026-05-27,"WAS @ SEA","three point field goal","WAS @ SEA three point field goal",2026-05-27 23:21:21.32303,"dk",0.2532,295,0.25,300,0.0032,0.0021,0.1054,0.08234375
2026-05-27,"PHX @ NYL","two point field goal","PHX @ NYL two point field goal",2026-05-27 23:21:21.32303,"dk",0.7575,-312,0.7403,-285,0.0173,0.0333,1.6639,1.299921875
2026-05-27,"TOR @ CHI","two point field goal","TOR @ CHI two point field goal",2026-05-27 23:21:21.32303,"dk",0.7734,-341,0.7872,-370,-0.0138,-0.0325,-1.6241,-1.268828125
2026-05-27,"ATL @ MIN","two point field goal","ATL @ MIN two point field goal",2026-05-27 23:21:21.32303,"dk",0.7464,-294,0.8,-400,-0.0536,-0.134,-6.7009,-5.235078125
2026-05-27,"CON @ PDX","two point field goal","CON @ PDX two point field goal",2026-05-27 23:21:21.32303,"dk",0.7438,-290,0.8182,-450,-0.0744,-0.2045,-10.2261,-7.989140625
2026-05-27,"WAS @ SEA","two point field goal","WAS @ SEA two point field goal",2026-05-27 23:21:21.32303,"dk",0.7468,-295,0.8261,-475,-0.0792,-0.2278,-11.3918,-8.89984375
