"date","book","game","game_id","prop_type","bet_level_1","bet_level_2","bet_level_3","bet_location","bet_status","prob_model","line_model","prob_book","line_book","edge","kelly","units","units_standardized","run_timestamp_utc","timestamp_id","play","result","units_bet","units_net","units_standardized_bet","units_standardized_net"
2026-05-08,"FanDuel","CON @ NYL","1022600001","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1575,535,0.1333,650,0.0241,0.0139,1.3927,0.650794392523364,2026-05-08 23:19:26.420889,1,"Kennedy Burke","Loss",1.3927,-1.3927,0.650794392523364,-0.650794392523364
2026-05-08,"FanDuel","GSV @ SEA","1022600003","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.1404,612,0.125,700,0.0154,0.0088,0.8794,0.745254237288136,2026-05-08 17:36:57.041986,1,"Natisha Hiedeman","Loss",0.8794,-0.8794,0.745254237288136,-0.745254237288136
2026-05-08,"FanDuel","GSV @ SEA","1022600003","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0424,2258,0.0278,3500,0.0146,0.0075,0.7521,1.12253731343284,2026-05-08 15:46:44.964326,1,"Natisha Hiedeman other","Loss",0.7521,-0.7521,1.12253731343284,-1.12253731343284
2026-05-08,"FanDuel","GSV @ SEA","1022600003","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.255,292,0.2326,330,0.0224,0.0146,1.4618,0.683084112149533,2026-05-08 15:46:44.939302,1,"Natisha Hiedeman","Loss",1.4618,-1.4618,0.683084112149533,-0.683084112149533
2026-05-08,"FanDuel","GSV @ SEA","1022600003","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.255,292,0.2222,350,0.0328,0.0211,2.1068,0.984485981308411,2026-05-08 17:36:57.103773,3,"Natisha Hiedeman","Loss",0.645,-0.645,0.301401869158878,-0.301401869158878
2026-05-08,"Draft Kings","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.128,682,0.1,900,0.028,0.0155,1.5532,1.31627118644068,2026-05-08 15:46:44.877917,1,"Brittney Sykes","Loss",0.7766,-0.7766,0.65813559322034,-0.65813559322034
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.128,682,0.1,900,0.028,0.0155,1.5532,1.31627118644068,2026-05-08 15:46:44.877917,1,"Brittney Sykes","Loss",0.7766,-0.7766,0.65813559322034,-0.65813559322034
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.128,682,0.0952,950,0.0327,0.0181,1.8082,1.53237288135593,2026-05-08 17:36:57.041986,3,"Brittney Sykes","Loss",0.255,-0.255,0.21610169491525,-0.21610169491525
2026-05-08,"Caesars","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0875,1043,0.0769,1200,0.0105,0.0057,0.5707,0.48364406779661,2026-05-08 15:46:44.877917,1,"Julie Allemand","Loss",0.190233333333333,-0.190233333333333,0.161214689265537,-0.161214689265537
2026-05-08,"Draft Kings","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0875,1043,0.0769,1200,0.0105,0.0057,0.5707,0.48364406779661,2026-05-08 15:46:44.877917,1,"Julie Allemand","Loss",0.190233333333333,-0.190233333333333,0.161214689265537,-0.161214689265537
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0875,1043,0.0769,1200,0.0105,0.0057,0.5707,0.48364406779661,2026-05-08 15:46:44.877917,1,"Julie Allemand","Loss",0.190233333333333,-0.190233333333333,0.161214689265537,-0.161214689265537
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0875,1043,0.0667,1400,0.0208,0.0111,1.1138,0.943898305084746,2026-05-08 17:36:57.041986,3,"Julie Allemand","Loss",0.5431,-0.5431,0.460254237288136,-0.460254237288136
2026-05-08,"Draft Kings","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.1476,578,0.1333,650,0.0142,0.0082,0.8211,0.695847457627119,2026-05-08 15:46:44.877917,1,"Kiki Iriafen","Loss",0.8211,-0.8211,0.695847457627119,-0.695847457627119
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.1324,655,0.1176,750,0.0148,0.0084,0.8365,0.708898305084746,2026-05-08 21:02:56.674523,1,"Marina Mabrey","Loss",0.8365,-0.8365,0.708898305084746,-0.708898305084746
2026-05-08,"Draft Kings","WAS @ TOR","1022600002","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.1139,778,0.1,900,0.0139,0.0077,0.7743,0.656186440677966,2026-05-08 22:34:26.557619,1,"Nyara Sabally","Loss",0.7743,-0.7743,0.656186440677966,-0.656186440677966
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0393,2446,0.0196,5000,0.0197,0.01,1.0028,1.49671641791045,2026-05-08 15:46:44.964326,1,"Brittney Sykes other","Loss",1.0028,-1.0028,1.49671641791045,-1.49671641791045
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0578,1630,0.0385,2500,0.0194,0.0101,1.0063,1.50194029850746,2026-05-08 15:46:44.964326,1,"Kiki Iriafen other","Loss",1.0063,-1.0063,1.50194029850746,-1.50194029850746
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0385,2495,0.0278,3500,0.0108,0.0055,0.553,0.825373134328358,2026-05-08 15:46:44.964326,1,"Marina Mabrey layup","Loss",0.553,-0.553,0.825373134328358,-0.825373134328358
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.046,2073,0.0357,2700,0.0103,0.0053,0.5347,0.798059701492537,2026-05-08 15:46:44.964326,1,"Marina Mabrey other","Loss",0.5347,-0.5347,0.798059701492537,-0.798059701492537
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.2423,313,0.1923,420,0.05,0.031,3.0953,1.44640186915888,2026-05-08 15:46:44.939302,1,"Brittney Sykes","Win",3.0953,13.00026,1.44640186915888,6.0748878504673
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.2423,313,0.1887,430,0.0536,0.0331,3.3051,1.54443925233645,2026-05-08 18:06:15.230037,4,"Brittney Sykes","Win",0.2098,0.90214,0.09803738317757,0.421560747663551
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1656,504,0.1429,600,0.0228,0.0133,1.3276,0.620373831775701,2026-05-08 15:46:44.939302,1,"Julie Allemand","Loss",1.3276,-1.3276,0.620373831775701,-0.620373831775701
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1656,504,0.1333,650,0.0323,0.0186,1.8625,0.870327102803738,2026-05-08 17:36:57.103773,3,"Julie Allemand","Loss",0.5349,-0.5349,0.249953271028037,-0.249953271028037
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.3127,220,0.2703,270,0.0424,0.0291,2.9068,1.35831775700935,2026-05-08 15:46:44.939302,1,"Kiki Iriafen","Loss",2.9068,-2.9068,1.35831775700935,-1.35831775700935
2026-05-08,"FanDuel","WAS @ TOR","1022600002","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.2507,299,0.2381,320,0.0126,0.0083,0.8295,0.387616822429907,2026-05-08 19:35:21.083575,1,"Marina Mabrey","Loss",0.8295,-0.8295,0.387616822429907,-0.387616822429907
2026-05-09,"Draft Kings","ATL @ MIN","1022600010","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.1229,714,0.0909,1000,0.032,0.0176,1.7602,1.49169491525424,2026-05-09 16:00:27.085282,1,"Courtney Williams","Loss",1.7602,-1.7602,1.49169491525424,-1.49169491525424
2026-05-09,"FanDuel","ATL @ MIN","1022600010","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0334,2895,0.0196,5000,0.0138,0.007,0.7026,1.04865671641791,2026-05-09 16:00:27.166956,1,"Courtney Williams layup","Loss",0.7026,-0.7026,1.04865671641791,-1.04865671641791
2026-05-09,"FanDuel","ATL @ MIN","1022600010","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0556,1698,0.0385,2500,0.0172,0.0089,0.8928,1.33253731343284,2026-05-09 16:00:27.166956,1,"Courtney Williams other","Loss",0.8928,-0.8928,1.33253731343284,-1.33253731343284
2026-05-09,"FanDuel","ATL @ MIN","1022600010","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0346,2791,0.0244,4000,0.0102,0.0052,0.5225,0.779850746268657,2026-05-09 16:00:27.166956,1,"Rhyne Howard layup","Loss",0.5225,-0.5225,0.779850746268657,-0.779850746268657
2026-05-09,"FanDuel","ATL @ MIN","1022600010","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0346,2790,0.0244,4000,0.0102,0.0052,0.5236,0.781492537313433,2026-05-09 22:26:30.940178,10,"Rhyne Howard layup","Loss",0.00109999999999999,-0.00109999999999999,0.00164179104477602,-0.00164179104477602
2026-05-09,"FanDuel","ATL @ MIN","1022600010","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.2551,292,0.1923,420,0.0628,0.0388,3.8849,1.8153738317757,2026-05-09 16:00:27.139048,1,"Courtney Williams","Loss",3.8849,-3.8849,1.8153738317757,-1.8153738317757
2026-05-09,"FanDuel","ATL @ MIN","1022600010","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.2551,292,0.1887,430,0.0664,0.0409,4.0911,1.91172897196262,2026-05-09 16:45:50.334842,2,"Courtney Williams","Loss",0.2062,-0.2062,0.09635514018692,-0.09635514018692
2026-05-09,"FanDuel","ATL @ MIN","1022600010","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1859,438,0.1754,470,0.0104,0.0063,0.6335,0.296028037383178,2026-05-09 16:00:27.139048,1,"Jordin Canada","Loss",0.6335,-0.6335,0.296028037383178,-0.296028037383178
2026-05-09,"FanDuel","ATL @ MIN","1022600010","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1859,438,0.1724,480,0.0135,0.0081,0.8139,0.380327102803738,2026-05-09 16:45:50.334842,2,"Jordin Canada","Loss",0.1804,-0.1804,0.08429906542056,-0.08429906542056
2026-05-09,"Draft Kings","CHI @ PDX","1022600006","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.1188,742,0.0833,1100,0.0355,0.0194,1.9357,1.64042372881356,2026-05-09 16:00:27.085282,1,"Carla Leite","Loss",1.9357,-1.9357,1.64042372881356,-1.64042372881356
2026-05-09,"Draft Kings","CHI @ PDX","1022600006","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.1131,784,0.0833,1100,0.0298,0.0162,1.6231,1.37550847457627,2026-05-09 16:00:27.085282,1,"Emily Engstler","Loss",1.6231,-1.6231,1.37550847457627,-1.37550847457627
2026-05-09,"FanDuel","CHI @ PDX","1022600006","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0395,2429,0.0278,3500,0.0118,0.006,0.605,0.902985074626866,2026-05-09 16:00:27.166956,1,"Carla Leite other","Loss",0.605,-0.605,0.902985074626866,-0.902985074626866
2026-05-09,"FanDuel","CHI @ PDX","1022600006","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0395,2429,0.0244,4000,0.0152,0.0078,0.7765,1.1589552238806,2026-05-09 16:45:50.36932,2,"Carla Leite other","Loss",0.1715,-0.1715,0.255970149253734,-0.255970149253734
2026-05-09,"FanDuel","CHI @ PDX","1022600006","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.2642,278,0.2083,380,0.0559,0.0353,3.5287,1.64892523364486,2026-05-09 16:00:27.139048,1,"Carla Leite","Win",3.5287,13.40906,1.64892523364486,6.26591588785047
2026-05-09,"FanDuel","CHI @ PDX","1022600006","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.2515,298,0.2174,360,0.0341,0.0218,2.1767,1.01714953271028,2026-05-09 16:00:27.139048,1,"Emily Engstler","Loss",2.1767,-2.1767,1.01714953271028,-1.01714953271028
2026-05-09,"FanDuel","CHI @ PDX","1022600006","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1552,544,0.1429,600,0.0123,0.0072,0.7187,0.335841121495327,2026-05-09 23:56:31.512444,1,"Jacy Sheldon","Loss",0.7187,-0.7187,0.335841121495327,-0.335841121495327
2026-05-09,"FanDuel","CHI @ PDX","1022600006","First Team","First Points","Team","Quarter","Home/Away","Favorite/Underdog",0.4497,122,0.4237,136,0.026,0.0226,1.1279,0.732402597402597,2026-05-09 16:00:27.188344,1,"1Q PDX","Loss",1.1279,-1.1279,0.732402597402597,-0.732402597402597
2026-05-09,"FanDuel","DAL @ IND","1022600004","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1855,439,0.1695,490,0.016,0.0097,0.9651,0.450981308411215,2026-05-09 16:45:50.334842,1,"Alanna Smith","Loss",0.9651,-0.9651,0.450981308411215,-0.450981308411215
2026-05-09,"FanDuel","PHX @ LVA","1022600005","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.1485,573,0.1333,650,0.0152,0.0088,0.8758,0.742203389830508,2026-05-09 16:00:27.085282,1,"Alyssa Thomas","Win",0.8758,5.6927,0.742203389830508,4.8243220338983
2026-05-09,"FanDuel","PHX @ LVA","1022600005","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0635,1474,0.05,1900,0.0135,0.0071,0.7128,1.06388059701493,2026-05-09 16:00:27.166956,1,"Alyssa Thomas other","Loss",0.7128,-0.7128,1.06388059701493,-1.06388059701493
2026-05-09,"FanDuel","PHX @ LVA","1022600005","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0635,1474,0.0476,2000,0.0159,0.0084,0.836,1.24776119402985,2026-05-09 16:45:50.36932,2,"Alyssa Thomas other","Loss",0.1232,-0.1232,0.18388059701492,-0.18388059701492
2026-05-09,"FanDuel","PHX @ LVA","1022600005","First Team","First Points","Team","Quarter","Home/Away","Favorite/Underdog",0.5373,-116,0.5238,-110,0.0135,0.0142,0.7077,0.459545454545455,2026-05-09 16:00:27.188344,1,"1Q PHX","Win",0.7077,0.643363636363636,0.459545454545455,0.417768595041323
2026-05-10,"Draft Kings","LVA @ LAS","1022600009","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0827,1110,0.0667,1400,0.016,0.0086,0.8567,0.726016949152542,2026-05-10 15:27:08.752759,1,"Ariel Atkins","Loss",0.8567,-0.8567,0.726016949152542,-0.726016949152542
2026-05-10,"FanDuel","LVA @ LAS","1022600009","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0832,1102,0.0625,1500,0.0207,0.0111,1.1054,0.936779661016949,2026-05-10 18:29:02.325442,2,"Ariel Atkins","Loss",0.2487,-0.2487,0.210762711864407,-0.210762711864407
2026-05-10,"Draft Kings","LVA @ LAS","1022600009","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0845,1084,0.0714,1300,0.013,0.007,0.7024,0.595254237288136,2026-05-10 15:27:08.752759,1,"Rae Burrell","Loss",0.7024,-0.7024,0.595254237288136,-0.595254237288136
2026-05-10,"Draft Kings","LVA @ LAS","1022600009","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.085,1076,0.0714,1300,0.0136,0.0073,0.7319,0.620254237288136,2026-05-10 18:29:02.325442,2,"Rae Burrell","Loss",0.0295,-0.0295,0.025,-0.025
2026-05-10,"FanDuel","LVA @ LAS","1022600009","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1678,496,0.1333,650,0.0345,0.0199,1.9886,0.929252336448598,2026-05-10 15:27:08.812201,1,"Ariel Atkins","Win",1.9886,12.9259,0.929252336448598,6.04014018691589
2026-05-10,"FanDuel","LVA @ LAS","1022600009","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1686,493,0.1333,650,0.0353,0.0204,2.037,0.951869158878505,2026-05-10 18:29:02.385873,2,"Ariel Atkins","Win",0.0484,0.3146,0.022616822429907,0.147009345794396
2026-05-10,"FanDuel","LVA @ LAS","1022600009","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1378,626,0.125,700,0.0128,0.0073,0.7298,0.341028037383178,2026-05-10 18:29:02.385873,1,"Chelsea Gray","Loss",0.7298,-0.7298,0.341028037383178,-0.341028037383178
2026-05-10,"Fanatics","LVA @ LAS","1022600009","First Basket by Team","First FGM","Player","Team","Home/Away","Favorite/Underdog",0.1687,493,0.1538,550,0.0148,0.0088,0.8755,0.40911214953271,2026-05-10 15:27:08.812201,1,"NaLyssa Smith","Loss",0.8755,-0.8755,0.40911214953271,-0.40911214953271
2026-05-10,"FanDuel","LVA @ LAS","1022600009","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1715,483,0.1429,600,0.0286,0.0167,1.6699,0.780327102803738,2026-05-10 15:27:08.812201,1,"Rae Burrell","Loss",1.6699,-1.6699,0.780327102803738,-0.780327102803738
2026-05-10,"FanDuel","LVA @ LAS","1022600009","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1723,480,0.1429,600,0.0294,0.0172,1.7163,0.802009345794392,2026-05-10 18:29:02.385873,2,"Rae Burrell","Loss",0.0464,-0.0464,0.021682242990654,-0.021682242990654
2026-05-10,"FanDuel","NYL @ WAS","1022600008","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0752,1230,0.0588,1600,0.0164,0.0087,0.8705,0.73771186440678,2026-05-10 15:27:08.752759,1,"Georgia Amoore","Loss",0.8705,-0.8705,0.73771186440678,-0.73771186440678
2026-05-10,"FanDuel","NYL @ WAS","1022600008","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0742,1248,0.0556,1700,0.0186,0.0099,0.9861,0.835677966101695,2026-05-10 18:29:02.325442,2,"Georgia Amoore","Loss",0.1156,-0.1156,0.0979661016949149,-0.0979661016949149
2026-05-10,"FanDuel","NYL @ WAS","1022600008","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0327,2962,0.0196,5000,0.0131,0.0067,0.6656,0.993432835820895,2026-05-10 15:27:08.836296,1,"Marine Johannes layup","Loss",0.6656,-0.6656,0.993432835820895,-0.993432835820895
2026-05-10,"Fanatics","NYL @ WAS","1022600008","First Basket by Team","First FGM","Player","Team","Home/Away","Favorite/Underdog",0.1763,467,0.1429,600,0.0335,0.0195,1.9526,0.912429906542056,2026-05-10 15:27:08.812201,1,"Georgia Amoore","Loss",1.9526,-1.9526,0.912429906542056,-0.912429906542056
2026-05-10,"FanDuel","PHX @ GSV","1022600011","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.1617,518,0.1429,600,0.0189,0.011,1.1019,0.933813559322034,2026-05-10 18:29:02.325442,1,"Alyssa Thomas","Loss",1.1019,-1.1019,0.933813559322034,-0.933813559322034
2026-05-10,"BetRivers","PHX @ GSV","1022600011","First Basket","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.0944,959,0.0769,1200,0.0175,0.0095,0.9492,0.804406779661017,2026-05-10 22:35:50.372487,1,"Jovana Nogic","Win",0.9492,11.3904,0.804406779661017,9.6528813559322
2026-05-10,"FanDuel","PHX @ GSV","1022600011","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0972,929,0.0769,1200,0.0202,0.011,1.0967,0.929406779661017,2026-05-11 00:22:26.491288,1,"Kaila Charles","Loss",1.0967,-1.0967,0.929406779661017,-0.929406779661017
2026-05-10,"FanDuel","PHX @ GSV","1022600011","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0713,1302,0.0588,1600,0.0125,0.0066,0.6645,0.991791044776119,2026-05-10 18:29:02.411415,1,"Alyssa Thomas other","Loss",0.6645,-0.6645,0.991791044776119,-0.991791044776119
2026-05-10,"Fanatics","PHX @ GSV","1022600011","First Basket by Team","First FGM","Player","Team","Home/Away","Favorite/Underdog",0.177,465,0.1538,550,0.0232,0.0137,1.3699,0.640140186915888,2026-05-10 22:35:50.488609,1,"Jovana Nogic","Win",1.3699,7.53445,0.640140186915888,3.52077102803738
2026-05-10,"FanDuel","PHX @ GSV","1022600011","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.2116,373,0.1538,550,0.0578,0.0341,3.4142,1.59542056074766,2026-05-11 00:22:26.70104,1,"Kaila Charles","Loss",3.4142,-3.4142,1.59542056074766,-1.59542056074766
2026-05-10,"FanDuel","PHX @ GSV","1022600011","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1528,554,0.1333,650,0.0195,0.0112,1.1233,0.524906542056075,2026-05-10 22:55:56.662715,1,"Kiah Stokes","Win",1.1233,7.30145,0.524906542056075,3.41189252336449
2026-05-10,"FanDuel","PHX @ GSV","1022600011","First Team","First Points","Team","Quarter","Home/Away","Favorite/Underdog",0.5817,-139,0.5652,-130,0.0165,0.0189,0.946,0.614285714285714,2026-05-10 18:29:02.435266,1,"1Q PHX","Win",0.946,0.727692307692308,0.614285714285714,0.472527472527472
2026-05-10,"FanDuel","SEA @ CON","1022600007","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.1013,887,0.0909,1000,0.0104,0.0057,0.574,0.486440677966102,2026-05-10 15:27:08.752759,1,"Flau'jae Johnson","Loss",0.574,-0.574,0.486440677966102,-0.486440677966102
2026-05-10,"FanDuel","SEA @ CON","1022600007","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.1005,895,0.0769,1200,0.0236,0.0128,1.2778,1.0828813559322,2026-05-10 15:27:08.752759,1,"Natisha Hiedeman","Loss",1.2778,-1.2778,1.0828813559322,-1.0828813559322
2026-05-10,"FanDuel","SEA @ CON","1022600007","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.0831,1103,0.0714,1300,0.0117,0.0063,0.6291,0.533135593220339,2026-05-10 15:27:08.752759,1,"Saniya Rivers","Loss",0.6291,-0.6291,0.533135593220339,-0.533135593220339
2026-05-10,"FanDuel","SEA @ CON","1022600007","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1551,545,0.125,700,0.0301,0.0172,1.7185,0.80303738317757,2026-05-10 15:27:08.812201,1,"Kennedy Burke","Loss",1.7185,-1.7185,0.80303738317757,-0.80303738317757
2026-05-10,"FanDuel","SEA @ CON","1022600007","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.2076,382,0.1724,480,0.0352,0.0213,2.1259,0.993411214953271,2026-05-10 15:27:08.812201,1,"Natisha Hiedeman","Loss",2.1259,-2.1259,0.993411214953271,-0.993411214953271
2026-05-10,"FanDuel","SEA @ CON","1022600007","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1611,521,0.1176,750,0.0435,0.0246,2.4636,1.15121495327103,2026-05-10 15:27:08.812201,1,"Saniya Rivers","Loss",2.4636,-2.4636,1.15121495327103,-1.15121495327103
2026-05-10,"FanDuel","SEA @ CON","1022600007","First Team","First Points","Team","Quarter","Home/Away","Favorite/Underdog",0.4842,107,0.4505,122,0.0337,0.0307,1.5338,0.995974025974026,2026-05-10 15:27:08.859208,1,"1Q SEA","Win",1.5338,1.871236,0.995974025974026,1.21508831168831
2026-05-12,"BetRivers","ATL @ DAL","1022600012","First Basket","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.0908,1001,0.0769,1200,0.0139,0.0075,0.7527,0.637881355932203,2026-05-12 12:27:57.040653,1,"Alanna Smith","Loss",0.7527,-0.7527,0.637881355932203,-0.637881355932203
2026-05-12,"FanDuel","ATL @ DAL","1022600012","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.098,921,0.0833,1100,0.0146,0.008,0.7976,0.67593220338983,2026-05-12 23:49:22.55149,1,"Jordin Canada","Loss",0.7976,-0.7976,0.67593220338983,-0.67593220338983
2026-05-12,"FanDuel","ATL @ DAL","1022600012","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.0317,3053,0.0217,4500,0.01,0.0051,0.5101,0.76134328358209,2026-05-12 18:49:21.092152,1,"Rhyne Howard layup","Loss",0.5101,-0.5101,0.76134328358209,-0.76134328358209
2026-05-12,"FanDuel","ATL @ DAL","1022600012","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1785,460,0.1667,500,0.0118,0.0071,0.7094,0.331495327102804,2026-05-12 12:27:57.107148,1,"Alanna Smith","Loss",0.7094,-0.7094,0.331495327102804,-0.331495327102804
2026-05-12,"FanDuel","ATL @ DAL","1022600012","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1861,437,0.1754,470,0.0106,0.0064,0.644,0.300934579439252,2026-05-12 19:48:51.97197,1,"Jordin Canada","Loss",0.644,-0.644,0.300934579439252,-0.300934579439252
2026-05-12,"FanDuel","ATL @ DAL","1022600012","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1861,437,0.1538,550,0.0322,0.019,1.9034,0.889439252336448,2026-05-12 23:49:22.612536,2,"Jordin Canada","Loss",1.2594,-1.2594,0.588504672897196,-0.588504672897196
2026-05-12,"FanDuel","ATL @ DAL","1022600012","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1734,477,0.1538,550,0.0196,0.0116,1.1564,0.540373831775701,2026-05-12 23:49:22.612536,1,"Naz Hillmon","Loss",1.1564,-1.1564,0.540373831775701,-0.540373831775701
2026-05-12,"FanDuel","MIN @ PHX","1022600013","First Basket","First Points","Player","Game","Home/Away","Favorite/Underdog",0.084,1091,0.0714,1300,0.0125,0.0067,0.6745,0.571610169491525,2026-05-12 16:19:00.466939,1,"Natasha Mack","Loss",0.6745,-0.6745,0.571610169491525,-0.571610169491525
2026-05-12,"BetRivers","MIN @ PHX","1022600013","First Basket","First FGM","Player","Game","Home/Away","Favorite/Underdog",0.0875,1043,0.0769,1200,0.0106,0.0057,0.572,0.484745762711864,2026-05-12 12:27:57.040653,1,"Olivia Miles","Loss",0.572,-0.572,0.484745762711864,-0.484745762711864
2026-05-12,"FanDuel","MIN @ PHX","1022600013","First Basket Exact","First Points","Player","Exact","Home/Away","Favorite/Underdog",0.031,3128,0.0196,5000,0.0114,0.0058,0.58,0.865671641791045,2026-05-12 12:27:57.149229,1,"Courtney Williams layup","Loss",0.58,-0.58,0.865671641791045,-0.865671641791045
2026-05-12,"FanDuel","MIN @ PHX","1022600013","First Basket by Team","First Points","Player","Team","Home/Away","Favorite/Underdog",0.1524,556,0.1333,650,0.0191,0.011,1.1006,0.514299065420561,2026-05-12 16:19:00.528264,1,"Natasha Mack","Loss",1.1006,-1.1006,0.514299065420561,-0.514299065420561
