"game_date","game","quarter","team_abbreviation","quarter_team","run_timestamp_utc","site","prob","line","edge","kelly","units","prob_model","line_model","units_standardized"
2026-05-08,"WAS @ TOR","1Q","TOR","1Q TOR",2026-05-08 16:44:49.128413,"fd",0.5305,-113,-0.0024,-0.0026,-0.1298,0.5281,-112,-0.0842857142857143
2026-05-08,"CON @ NYL","1Q","NYL","1Q NYL",2026-05-08 17:36:57.152855,"fd",0.4902,104,-0.0291,-0.0286,-1.4284,0.4611,117,-0.927532467532467
2026-05-08,"WAS @ TOR","1Q","WAS","1Q WAS",2026-05-08 17:36:57.152855,"fd",0.5349,-115,-0.063,-0.0677,-3.3843,0.4719,112,-2.1975974025974
2026-05-08,"GSV @ SEA","1Q","SEA","1Q SEA",2026-05-08 17:36:57.152855,"fd",0.6032,-152,-0.0526,-0.0663,-3.3148,0.5506,-122,-2.15246753246753
2026-05-08,"CON @ NYL","1Q","CON","1Q CON",2026-05-08 17:36:57.152855,"fd",0.5745,-135,-0.0355,-0.0418,-2.0877,0.5389,-117,-1.35564935064935
2026-05-08,"GSV @ SEA","1Q","GSV","1Q GSV",2026-05-08 17:36:57.152855,"fd",0.463,116,-0.0135,-0.0126,-0.6295,0.4494,122,-0.408766233766234
2026-05-08,"WAS @ TOR","1Q","TOR","1Q TOR",2026-05-08 17:36:57.152855,"fd",0.5305,-113,-0.0024,-0.0026,-0.1298,0.5281,-112,-0.0842857142857143
2026-05-08,"CON @ NYL","1Q","NYL","1Q NYL",2026-05-08 18:06:15.278109,"fd",0.4902,104,-0.0291,-0.0286,-1.4284,0.4611,117,-0.927532467532467
2026-05-08,"WAS @ TOR","1Q","WAS","1Q WAS",2026-05-08 18:06:15.278109,"fd",0.5349,-115,-0.063,-0.0677,-3.3843,0.4719,112,-2.1975974025974
2026-05-08,"GSV @ SEA","1Q","SEA","1Q SEA",2026-05-08 18:06:15.278109,"fd",0.6032,-152,-0.0526,-0.0663,-3.3148,0.5506,-122,-2.15246753246753
2026-05-08,"CON @ NYL","1Q","CON","1Q CON",2026-05-08 18:06:15.278109,"fd",0.5745,-135,-0.0355,-0.0418,-2.0877,0.5389,-117,-1.35564935064935
2026-05-08,"GSV @ SEA","1Q","GSV","1Q GSV",2026-05-08 18:06:15.278109,"fd",0.463,116,-0.0135,-0.0126,-0.6295,0.4494,122,-0.408766233766234
2026-05-08,"WAS @ TOR","1Q","TOR","1Q TOR",2026-05-08 18:06:15.278109,"fd",0.5305,-113,-0.0024,-0.0026,-0.1298,0.5281,-112,-0.0842857142857143
2026-05-08,"CON @ NYL","1Q","NYL","1Q NYL",2026-05-08 18:34:32.373406,"fd",0.4902,104,-0.0291,-0.0286,-1.4284,0.4611,117,-0.927532467532467
2026-05-08,"WAS @ TOR","1Q","WAS","1Q WAS",2026-05-08 18:34:32.373406,"fd",0.5349,-115,-0.063,-0.0677,-3.3843,0.4719,112,-2.1975974025974
2026-05-08,"GSV @ SEA","1Q","SEA","1Q SEA",2026-05-08 18:34:32.373406,"fd",0.6032,-152,-0.0526,-0.0663,-3.3148,0.5506,-122,-2.15246753246753
2026-05-08,"CON @ NYL","1Q","CON","1Q CON",2026-05-08 18:34:32.373406,"fd",0.5745,-135,-0.0355,-0.0418,-2.0877,0.5389,-117,-1.35564935064935
2026-05-08,"GSV @ SEA","1Q","GSV","1Q GSV",2026-05-08 18:34:32.373406,"fd",0.463,116,-0.0135,-0.0126,-0.6295,0.4494,122,-0.408766233766234
2026-05-08,"WAS @ TOR","1Q","TOR","1Q TOR",2026-05-08 18:34:32.373406,"fd",0.5305,-113,-0.0024,-0.0026,-0.1298,0.5281,-112,-0.0842857142857143
2026-05-08,"CON @ NYL","1Q","NYL","1Q NYL",2026-05-08 19:05:35.159722,"fd",0.4902,104,-0.0291,-0.0286,-1.4284,0.4611,117,-0.927532467532467
2026-05-08,"WAS @ TOR","1Q","WAS","1Q WAS",2026-05-08 19:05:35.159722,"fd",0.5349,-115,-0.063,-0.0677,-3.3843,0.4719,112,-2.1975974025974
2026-05-08,"GSV @ SEA","1Q","SEA","1Q SEA",2026-05-08 19:05:35.159722,"fd",0.6032,-152,-0.0526,-0.0663,-3.3148,0.5506,-122,-2.15246753246753
2026-05-08,"CON @ NYL","1Q","CON","1Q CON",2026-05-08 19:05:35.159722,"fd",0.5745,-135,-0.0355,-0.0418,-2.0877,0.5389,-117,-1.35564935064935
2026-05-08,"GSV @ SEA","1Q","GSV","1Q GSV",2026-05-08 19:05:35.159722,"fd",0.463,116,-0.0135,-0.0126,-0.6295,0.4494,122,-0.408766233766234
2026-05-08,"WAS @ TOR","1Q","TOR","1Q TOR",2026-05-08 19:05:35.159722,"fd",0.5305,-113,-0.0024,-0.0026,-0.1298,0.5281,-112,-0.0842857142857143
2026-05-08,"CON @ NYL","1Q","NYL","1Q NYL",2026-05-08 19:35:21.134708,"fd",0.4854,106,-0.0244,-0.0237,-1.184,0.4611,117,-0.768831168831169
2026-05-08,"WAS @ TOR","1Q","WAS","1Q WAS",2026-05-08 19:35:21.134708,"fd",0.5327,-114,-0.0608,-0.065,-3.2523,0.4719,112,-2.11188311688312
2026-05-08,"GSV @ SEA","1Q","SEA","1Q SEA",2026-05-08 19:35:21.134708,"fd",0.6032,-152,-0.0526,-0.0663,-3.3148,0.5506,-122,-2.15246753246753
2026-05-08,"CON @ NYL","1Q","CON","1Q CON",2026-05-08 19:35:21.134708,"fd",0.5798,-138,-0.0409,-0.0487,-2.4335,0.5389,-117,-1.5801948051948
2026-05-08,"GSV @ SEA","1Q","GSV","1Q GSV",2026-05-08 19:35:21.134708,"fd",0.463,116,-0.0135,-0.0126,-0.6295,0.4494,122,-0.408766233766234
2026-05-08,"WAS @ TOR","1Q","TOR","1Q TOR",2026-05-08 19:35:21.134708,"fd",0.5327,-114,-0.0046,-0.005,-0.2477,0.5281,-112,-0.160844155844156
2026-05-08,"CON @ NYL","1Q","NYL","1Q NYL",2026-05-08 20:16:25.196903,"fd",0.4854,106,-0.0244,-0.0237,-1.184,0.4611,117,-0.768831168831169
2026-05-08,"WAS @ TOR","1Q","WAS","1Q WAS",2026-05-08 20:16:25.196903,"fd",0.5327,-114,-0.0608,-0.065,-3.2523,0.4719,112,-2.11188311688312
2026-05-08,"GSV @ SEA","1Q","SEA","1Q SEA",2026-05-08 20:16:25.196903,"fd",0.6032,-152,-0.0526,-0.0663,-3.3148,0.5506,-122,-2.15246753246753
2026-05-08,"CON @ NYL","1Q","CON","1Q CON",2026-05-08 20:16:25.196903,"fd",0.5798,-138,-0.0409,-0.0487,-2.4335,0.5389,-117,-1.5801948051948
2026-05-08,"GSV @ SEA","1Q","GSV","1Q GSV",2026-05-08 20:16:25.196903,"fd",0.463,116,-0.0135,-0.0126,-0.6295,0.4494,122,-0.408766233766234
2026-05-08,"WAS @ TOR","1Q","TOR","1Q TOR",2026-05-08 20:16:25.196903,"fd",0.5327,-114,-0.0046,-0.005,-0.2477,0.5281,-112,-0.160844155844156
2026-05-08,"CON @ NYL","1Q","NYL","1Q NYL",2026-05-08 21:02:56.783661,"fd",0.4854,106,-0.0244,-0.0237,-1.184,0.4611,117,-0.768831168831169
2026-05-08,"WAS @ TOR","1Q","WAS","1Q WAS",2026-05-08 21:02:56.783661,"fd",0.5327,-114,-0.0608,-0.065,-3.2523,0.4719,112,-2.11188311688312
2026-05-08,"GSV @ SEA","1Q","SEA","1Q SEA",2026-05-08 21:02:56.783661,"fd",0.6032,-152,-0.0526,-0.0663,-3.3148,0.5506,-122,-2.15246753246753
2026-05-08,"CON @ NYL","1Q","CON","1Q CON",2026-05-08 21:02:56.783661,"fd",0.5798,-138,-0.0409,-0.0487,-2.4335,0.5389,-117,-1.5801948051948
2026-05-08,"GSV @ SEA","1Q","GSV","1Q GSV",2026-05-08 21:02:56.783661,"fd",0.463,116,-0.0135,-0.0126,-0.6295,0.4494,122,-0.408766233766234
2026-05-08,"WAS @ TOR","1Q","TOR","1Q TOR",2026-05-08 21:02:56.783661,"fd",0.5327,-114,-0.0046,-0.005,-0.2477,0.5281,-112,-0.160844155844156
2026-05-08,"CON @ NYL","1Q","NYL","1Q NYL",2026-05-08 21:51:30.53819,"fd",0.4854,106,-0.0244,-0.0237,-1.184,0.4611,117,-0.768831168831169
2026-05-08,"WAS @ TOR","1Q","WAS","1Q WAS",2026-05-08 21:51:30.53819,"fd",0.5327,-114,-0.0608,-0.065,-3.2523,0.4719,112,-2.11188311688312
2026-05-08,"GSV @ SEA","1Q","SEA","1Q SEA",2026-05-08 21:51:30.53819,"fd",0.6032,-152,-0.0526,-0.0663,-3.3148,0.5506,-122,-2.15246753246753
2026-05-08,"CON @ NYL","1Q","CON","1Q CON",2026-05-08 21:51:30.53819,"fd",0.5798,-138,-0.0409,-0.0487,-2.4335,0.5389,-117,-1.5801948051948
2026-05-08,"GSV @ SEA","1Q","GSV","1Q GSV",2026-05-08 21:51:30.53819,"fd",0.463,116,-0.0135,-0.0126,-0.6295,0.4494,122,-0.408766233766234
2026-05-08,"WAS @ TOR","1Q","TOR","1Q TOR",2026-05-08 21:51:30.53819,"fd",0.5327,-114,-0.0046,-0.005,-0.2477,0.5281,-112,-0.160844155844156
2026-05-08,"CON @ NYL","1Q","NYL","1Q NYL",2026-05-08 22:34:26.66875,"fd",0.4902,104,-0.0291,-0.0286,-1.4284,0.4611,117,-0.927532467532467
2026-05-08,"WAS @ TOR","1Q","WAS","1Q WAS",2026-05-08 22:34:26.66875,"fd",0.5238,-110,-0.0519,-0.0545,-2.7242,0.4719,112,-1.76896103896104
2026-05-08,"GSV @ SEA","1Q","SEA","1Q SEA",2026-05-08 22:34:26.66875,"fd",0.6032,-152,-0.0526,-0.0663,-3.3148,0.5506,-122,-2.15246753246753
2026-05-08,"CON @ NYL","1Q","CON","1Q CON",2026-05-08 22:34:26.66875,"fd",0.5745,-135,-0.0355,-0.0418,-2.0877,0.5389,-117,-1.35564935064935
2026-05-08,"GSV @ SEA","1Q","GSV","1Q GSV",2026-05-08 22:34:26.66875,"fd",0.463,116,-0.0135,-0.0126,-0.6295,0.4494,122,-0.408766233766234
2026-05-08,"WAS @ TOR","1Q","TOR","1Q TOR",2026-05-08 22:34:26.66875,"fd",0.5413,-118,-0.0132,-0.0144,-0.7197,0.5281,-112,-0.467337662337662
2026-05-08,"CON @ NYL","1Q","NYL","1Q NYL",2026-05-08 23:19:26.469548,"fd",0.4854,106,-0.0244,-0.0237,-1.184,0.4611,117,-0.768831168831169
2026-05-08,"WAS @ TOR","1Q","WAS","1Q WAS",2026-05-08 23:19:26.469548,"fd",0.5305,-113,-0.0586,-0.0624,-3.1202,0.4719,112,-2.0261038961039
2026-05-08,"GSV @ SEA","1Q","SEA","1Q SEA",2026-05-08 23:19:26.469548,"fd",0.6032,-152,-0.0526,-0.0663,-3.3148,0.5506,-122,-2.15246753246753
2026-05-08,"CON @ NYL","1Q","CON","1Q CON",2026-05-08 23:19:26.469548,"fd",0.5798,-138,-0.0409,-0.0487,-2.4335,0.5389,-117,-1.5801948051948
2026-05-08,"GSV @ SEA","1Q","GSV","1Q GSV",2026-05-08 23:19:26.469548,"fd",0.463,116,-0.0135,-0.0126,-0.6295,0.4494,122,-0.408766233766234
2026-05-08,"WAS @ TOR","1Q","TOR","1Q TOR",2026-05-08 23:19:26.469548,"fd",0.5349,-115,-0.0068,-0.0073,-0.3657,0.5281,-112,-0.237467532467532
2026-05-09,"PHX @ LVA","1Q","PHX","1Q PHX",2026-05-09 16:00:27.188344,"fd",0.5238,-110,0.0135,0.0142,0.7077,0.5373,-116,0.459545454545455
2026-05-09,"DAL @ IND","1Q","DAL","1Q DAL",2026-05-09 16:00:27.188344,"fd",0.463,116,0.0049,0.0046,0.2293,0.4679,114,0.148896103896104
2026-05-09,"ATL @ MIN","1Q","MIN","1Q MIN",2026-05-09 16:00:27.188344,"fd",0.4902,104,-0.0083,-0.0081,-0.4073,0.4819,108,-0.264480519480519
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-09 16:00:27.188344,"fd",0.4237,136,0.026,0.0226,1.1279,0.4497,122,0.732402597402597
2026-05-09,"PHX @ LVA","1Q","LVA","1Q LVA",2026-05-09 16:00:27.188344,"fd",0.5413,-118,-0.0786,-0.0856,-4.2823,0.4627,116,-2.78071428571429
2026-05-09,"DAL @ IND","1Q","IND","1Q IND",2026-05-09 16:00:27.188344,"fd",0.6032,-152,-0.0711,-0.0895,-4.477,0.5321,-114,-2.90714285714286
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-09 16:00:27.188344,"fd",0.6403,-178,-0.09,-0.1251,-6.2562,0.5503,-122,-4.06246753246753
2026-05-09,"ATL @ MIN","1Q","ATL","1Q ATL",2026-05-09 16:00:27.188344,"fd",0.5745,-135,-0.0564,-0.0662,-3.311,0.5181,-108,-2.15
2026-05-09,"PHX @ LVA","1Q","PHX","1Q PHX",2026-05-09 16:45:50.396268,"fd",0.5238,-110,0.0135,0.0142,0.7077,0.5373,-116,0.459545454545455
2026-05-09,"DAL @ IND","1Q","DAL","1Q DAL",2026-05-09 16:45:50.396268,"fd",0.463,116,0.0049,0.0046,0.2293,0.4679,114,0.148896103896104
2026-05-09,"ATL @ MIN","1Q","MIN","1Q MIN",2026-05-09 16:45:50.396268,"fd",0.495,102,-0.0132,-0.013,-0.6515,0.4819,108,-0.423051948051948
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-09 16:45:50.396268,"fd",0.4237,136,0.026,0.0226,1.1279,0.4497,122,0.732402597402597
2026-05-09,"PHX @ LVA","1Q","LVA","1Q LVA",2026-05-09 16:45:50.396268,"fd",0.5413,-118,-0.0786,-0.0856,-4.2823,0.4627,116,-2.78071428571429
2026-05-09,"DAL @ IND","1Q","IND","1Q IND",2026-05-09 16:45:50.396268,"fd",0.6032,-152,-0.0711,-0.0895,-4.477,0.5321,-114,-2.90714285714286
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-09 16:45:50.396268,"fd",0.6403,-178,-0.09,-0.1251,-6.2562,0.5503,-122,-4.06246753246753
2026-05-09,"ATL @ MIN","1Q","ATL","1Q ATL",2026-05-09 16:45:50.396268,"fd",0.569,-132,-0.0509,-0.059,-2.9496,0.5181,-108,-1.91532467532468
2026-05-09,"PHX @ LVA","1Q","PHX","1Q PHX",2026-05-09 17:28:24.686746,"fd",0.5238,-110,0.0135,0.0142,0.7077,0.5373,-116,0.459545454545455
2026-05-09,"ATL @ MIN","1Q","MIN","1Q MIN",2026-05-09 17:28:24.686746,"fd",0.495,102,-0.0132,-0.013,-0.6515,0.4819,108,-0.423051948051948
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-09 17:28:24.686746,"fd",0.4237,136,0.026,0.0226,1.1279,0.4497,122,0.732402597402597
2026-05-09,"PHX @ LVA","1Q","LVA","1Q LVA",2026-05-09 17:28:24.686746,"fd",0.5413,-118,-0.0786,-0.0856,-4.2823,0.4627,116,-2.78071428571429
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-09 17:28:24.686746,"fd",0.6403,-178,-0.09,-0.1251,-6.2562,0.5503,-122,-4.06246753246753
2026-05-09,"ATL @ MIN","1Q","ATL","1Q ATL",2026-05-09 17:28:24.686746,"fd",0.569,-132,-0.0509,-0.059,-2.9496,0.5181,-108,-1.91532467532468
2026-05-09,"PHX @ LVA","1Q","PHX","1Q PHX",2026-05-09 18:24:11.632819,"fd",0.5238,-110,0.0135,0.0142,0.7077,0.5373,-116,0.459545454545455
2026-05-09,"ATL @ MIN","1Q","MIN","1Q MIN",2026-05-09 18:24:11.632819,"fd",0.4902,104,-0.0083,-0.0081,-0.4073,0.4819,108,-0.264480519480519
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-09 18:24:11.632819,"fd",0.4237,136,0.026,0.0226,1.1279,0.4497,122,0.732402597402597
2026-05-09,"PHX @ LVA","1Q","LVA","1Q LVA",2026-05-09 18:24:11.632819,"fd",0.5413,-118,-0.0786,-0.0856,-4.2823,0.4627,116,-2.78071428571429
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-09 18:24:11.632819,"fd",0.6403,-178,-0.09,-0.1251,-6.2562,0.5503,-122,-4.06246753246753
2026-05-09,"ATL @ MIN","1Q","ATL","1Q ATL",2026-05-09 18:24:11.632819,"fd",0.5745,-135,-0.0564,-0.0662,-3.311,0.5181,-108,-2.15
2026-05-09,"PHX @ LVA","1Q","PHX","1Q PHX",2026-05-09 19:20:48.122816,"fd",0.5238,-110,0.0135,0.0142,0.7077,0.5373,-116,0.459545454545455
2026-05-09,"ATL @ MIN","1Q","MIN","1Q MIN",2026-05-09 19:20:48.122816,"fd",0.4902,104,-0.0083,-0.0081,-0.4073,0.4819,108,-0.264480519480519
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-09 19:20:48.122816,"fd",0.4237,136,0.026,0.0226,1.1279,0.4497,122,0.732402597402597
2026-05-09,"PHX @ LVA","1Q","LVA","1Q LVA",2026-05-09 19:20:48.122816,"fd",0.5413,-118,-0.0786,-0.0856,-4.2823,0.4627,116,-2.78071428571429
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-09 19:20:48.122816,"fd",0.6403,-178,-0.09,-0.1251,-6.2562,0.5503,-122,-4.06246753246753
2026-05-09,"ATL @ MIN","1Q","ATL","1Q ATL",2026-05-09 19:20:48.122816,"fd",0.5745,-135,-0.0564,-0.0662,-3.311,0.5181,-108,-2.15
2026-05-09,"PHX @ LVA","1Q","PHX","1Q PHX",2026-05-09 19:53:53.13484,"fd",0.5238,-110,0.0135,0.0142,0.7077,0.5373,-116,0.459545454545455
2026-05-09,"ATL @ MIN","1Q","MIN","1Q MIN",2026-05-09 19:53:53.13484,"fd",0.4902,104,-0.0083,-0.0081,-0.4073,0.4819,108,-0.264480519480519
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-09 19:53:53.13484,"fd",0.4237,136,0.026,0.0226,1.1279,0.4497,122,0.732402597402597
2026-05-09,"PHX @ LVA","1Q","LVA","1Q LVA",2026-05-09 19:53:53.13484,"fd",0.5413,-118,-0.0786,-0.0856,-4.2823,0.4627,116,-2.78071428571429
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-09 19:53:53.13484,"fd",0.6403,-178,-0.09,-0.1251,-6.2562,0.5503,-122,-4.06246753246753
2026-05-09,"ATL @ MIN","1Q","ATL","1Q ATL",2026-05-09 19:53:53.13484,"fd",0.5745,-135,-0.0564,-0.0662,-3.311,0.5181,-108,-2.15
2026-05-09,"ATL @ MIN","1Q","MIN","1Q MIN",2026-05-09 20:50:36.49996,"fd",0.4902,104,-0.0083,-0.0081,-0.4073,0.4819,108,-0.264480519480519
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-09 20:50:36.49996,"fd",0.4237,136,0.026,0.0226,1.1279,0.4497,122,0.732402597402597
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-09 20:50:36.49996,"fd",0.6403,-178,-0.09,-0.1251,-6.2562,0.5503,-122,-4.06246753246753
2026-05-09,"ATL @ MIN","1Q","ATL","1Q ATL",2026-05-09 20:50:36.49996,"fd",0.5745,-135,-0.0564,-0.0662,-3.311,0.5181,-108,-2.15
2026-05-09,"ATL @ MIN","1Q","MIN","1Q MIN",2026-05-09 21:28:36.59201,"fd",0.4902,104,-0.0083,-0.0081,-0.4073,0.4819,108,-0.264480519480519
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-09 21:28:36.59201,"fd",0.4237,136,0.026,0.0226,1.1279,0.4497,122,0.732402597402597
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-09 21:28:36.59201,"fd",0.6403,-178,-0.09,-0.1251,-6.2562,0.5503,-122,-4.06246753246753
2026-05-09,"ATL @ MIN","1Q","ATL","1Q ATL",2026-05-09 21:28:36.59201,"fd",0.5745,-135,-0.0564,-0.0662,-3.311,0.5181,-108,-2.15
2026-05-09,"ATL @ MIN","1Q","MIN","1Q MIN",2026-05-09 21:56:32.271392,"fd",0.4902,104,-0.0083,-0.0081,-0.4073,0.4819,108,-0.264480519480519
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-09 21:56:32.271392,"fd",0.4237,136,0.026,0.0226,1.1279,0.4497,122,0.732402597402597
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-09 21:56:32.271392,"fd",0.6403,-178,-0.09,-0.1251,-6.2562,0.5503,-122,-4.06246753246753
2026-05-09,"ATL @ MIN","1Q","ATL","1Q ATL",2026-05-09 21:56:32.271392,"fd",0.5745,-135,-0.0564,-0.0662,-3.311,0.5181,-108,-2.15
2026-05-09,"ATL @ MIN","1Q","MIN","1Q MIN",2026-05-09 22:26:30.99509,"fd",0.4854,106,-0.0039,-0.0038,-0.1883,0.4816,108,-0.122272727272727
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-09 22:26:30.99509,"fd",0.4237,136,0.026,0.0226,1.1279,0.4497,122,0.732402597402597
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-09 22:26:30.99509,"fd",0.6403,-178,-0.09,-0.1251,-6.2562,0.5503,-122,-4.06246753246753
2026-05-09,"ATL @ MIN","1Q","ATL","1Q ATL",2026-05-09 22:26:30.99509,"fd",0.5798,-138,-0.0614,-0.0731,-3.6529,0.5184,-108,-2.37201298701299
2026-05-09,"ATL @ MIN","1Q","MIN","1Q MIN",2026-05-09 22:56:31.807807,"fd",0.4854,106,-0.0039,-0.0038,-0.1883,0.4816,108,-0.122272727272727
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-09 22:56:31.807807,"fd",0.4237,136,0.026,0.0226,1.1279,0.4497,122,0.732402597402597
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-09 22:56:31.807807,"fd",0.6403,-178,-0.09,-0.1251,-6.2562,0.5503,-122,-4.06246753246753
2026-05-09,"ATL @ MIN","1Q","ATL","1Q ATL",2026-05-09 22:56:31.807807,"fd",0.5798,-138,-0.0614,-0.0731,-3.6529,0.5184,-108,-2.37201298701299
2026-05-09,"ATL @ MIN","1Q","MIN","1Q MIN",2026-05-09 23:26:30.754232,"fd",0.4808,108,8e-04,8e-04,0.0382,0.4816,108,0.0248051948051948
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-09 23:26:30.754232,"fd",0.4237,136,0.026,0.0226,1.1279,0.4497,122,0.732402597402597
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-09 23:26:30.754232,"fd",0.6403,-178,-0.09,-0.1251,-6.2562,0.5503,-122,-4.06246753246753
2026-05-09,"ATL @ MIN","1Q","ATL","1Q ATL",2026-05-09 23:26:30.754232,"fd",0.5833,-140,-0.0649,-0.0779,-3.8937,0.5184,-108,-2.52837662337662
2026-05-09,"ATL @ MIN","1Q","MIN","1Q MIN",2026-05-09 23:56:31.651489,"fd",0.4854,106,-0.0039,-0.0038,-0.1883,0.4816,108,-0.122272727272727
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-09 23:56:31.651489,"fd",0.4237,136,0.026,0.0226,1.1279,0.4497,122,0.732402597402597
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-09 23:56:31.651489,"fd",0.6403,-178,-0.09,-0.1251,-6.2562,0.5503,-122,-4.06246753246753
2026-05-09,"ATL @ MIN","1Q","ATL","1Q ATL",2026-05-09 23:56:31.651489,"fd",0.5798,-138,-0.0614,-0.0731,-3.6529,0.5184,-108,-2.37201298701299
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-10 00:26:32.111946,"fd",0.4274,134,0.0224,0.0195,0.977,0.4497,122,0.634415584415584
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-10 00:26:32.111946,"fd",0.6377,-176,-0.0874,-0.1206,-6.0313,0.5503,-122,-3.91642857142857
2026-05-09,"CHI @ PDX","1Q","PDX","1Q PDX",2026-05-10 00:56:30.831879,"fd",0.431,132,0.0187,0.0164,0.8214,0.4497,122,0.533376623376623
2026-05-09,"CHI @ PDX","1Q","CHI","1Q CHI",2026-05-10 00:56:30.831879,"fd",0.635,-174,-0.0848,-0.1161,-5.8064,0.5503,-122,-3.77038961038961
2026-05-10,"NYL @ WAS","1Q","NYL","1Q NYL",2026-05-10 15:27:08.859208,"fd",0.6032,-152,-0.064,-0.0806,-4.0312,0.5392,-117,-2.61766233766234
2026-05-10,"PHX @ GSV","1Q","PHX","1Q PHX",2026-05-10 15:27:08.859208,"fd",0.5652,-130,0.0016,0.0018,0.0924,0.5668,-131,0.06
2026-05-10,"LVA @ LAS","1Q","LVA","1Q LVA",2026-05-10 15:27:08.859208,"fd",0.5305,-113,-0.0231,-0.0246,-1.2308,0.5074,-103,-0.799220779220779
2026-05-10,"SEA @ CON","1Q","CON","1Q CON",2026-05-10 15:27:08.859208,"fd",0.6154,-160,-0.0996,-0.1294,-6.4708,0.5158,-107,-4.20181818181818
2026-05-10,"LVA @ LAS","1Q","LAS","1Q LAS",2026-05-10 15:27:08.859208,"fd",0.5349,-115,-0.0423,-0.0455,-2.2729,0.4926,103,-1.47590909090909
2026-05-10,"NYL @ WAS","1Q","WAS","1Q WAS",2026-05-10 15:27:08.859208,"fd",0.463,116,-0.0021,-0.002,-0.1001,0.4608,117,-0.065
